,제목,가수,가사
128,빈칸 (웹툰 '연애의 발견' X OuiOui (위위)),OuiOui (위위),"['돌아보면 매일이', '너로 가득한 하루여서', '이렇게 텅 빈 기분이', '어색해 이 느낌 싫어', '어둠이 내린 밤이면', '쉽게 현실을 인정하지 못하고', '우릴 찾아서 두리번거려', '네 흔적을 따라', '누워서 하늘 바라보네', '살짝 웃어주던 네 모습', '장난스레 웃어주던', '예쁜 미소가 떠올라', '어서 내 빈칸을 채워줘', '텅 빈 내 빈칸을 채워줘', '말도 안 되는 핑계를 만들어 나', '너에게로 가고픈데', '사실은 너도 보고 싶잖아', '솔직히 나 그리운 거잖아', '다른 말들로는 채워낼 수 없지', '빈칸의 이유는 넌데', '아직 우리는 안녕 을 하기엔 이르지', '머금었던 한숨을 크게 내쉬고선', '나의 모자람을 탓하고 있어', '누워서 하늘 바라보네', '살짝 웃어주던 네 모습', '장난스레 웃어주던', '예쁜 미소가 떠올라', '어서 내 빈칸을 채워줘', '텅 빈 내 빈칸을 채워줘', '말도 안 되는 핑계를 만들어 나', '너에게로 가고픈데', '사실은 너도 보고 싶잖아', '솔직히 나 그리운 거잖아', '다른 말들로는 채워낼 수 없지', '빈칸의 이유는 넌데', '한 칸 또 한 칸씩 써 내려가', '네가 남긴 빈자리에', '네 이름을 쓰고', '한발 한발 다가가', '곁에 닿으면 좋겠어', '빨리 내 빈칸을 채워줘', '아픈 내 빈칸을 채워줘', '지금 전화를 들었다 놓았다 해', '네 목소리 듣고 싶어', '사실은 너도 보고 싶잖아', '솔직히 나 그리운 거잖아', '다른 말들로는 채워낼 수 없지', '빈칸의 이유는 넌데', '넌데']"
129,바라본다,민우혁,"['깊어가는 밤 새벽공기에', '눈을감고 잠들기전에', '난 네가 생각이나', '창밖에 부는 바람속에도', '손끝에 닿은 네 모습이 나 생각이나', '익숙했었던 그 모든날들이 내게는', '널 만나고 모두 새로워진것 같아', '이밤 이대로 널 난 바라본다', '두눈에 비춰진 얼굴이', '넌 왜 이렇게도 눈이부신건지', '널 향한 맘을 난 바라본다', '잠시 머물지 않게', '지금 이순간 함께해', 'Everydays', 'All in my heart', '매일 하루가 설레여 올때면 내맘이', '햇살처럼 밝게 널 감싸주고싶어', '이밤 이대로 널 난 바라본다', '두눈에 비춰진 얼굴이', '넌 왜 이렇게도 눈이부신건지', '널 향한 맘을 난 바라본다', '잠시 머물지 않게', '지금 이순간 함께해', 'Everydays', 'All in my heart', '혹시 멀어질까 두려워진대도', '늘 그랬듯이 내 곁에 있어줘', '이밤 이대로 널 난 바라본다', '이밤 찬란한밤 널 바라본다', '수많은 우리의 날들이', '너와나로 가득 물들어지도록', '지금 이대로 널 바라본다', '조금 서투른데도', '널 영원히 안아줄테니', 'Everydays', 'All in my heart']"
130,목단 (My Only Ace),이동수,"['바람결에 담겨 전해지는 온기가', '움츠리고 있었던 마른 가지에', '새 잎을 틔우고', '하늘 끝에 닿은 계단 위', '구원의 손을 내민 채', '어딘지 모를 너의', '세상 속에 날 데려가', '아득한 시간을 넘어', '맞이할 빛을 향해 우리 걸어가', '가득한 이 사랑 하나', '아무도 흔들 수 없는 걸 아니까', '파도 소리 들으며 편히 누워', '너의 등을 받치는 무수한', '모래알 중 한 톨이 되어', '아직 시작하지 않은 이야기', '여전히 간절한 꿈이 되어 주오', '멈추지 않을 춤을 추는 노래가', '자유로워라', '가장 아름다운 꽃', '꽃들의 왕이 피어나', '아득한 시간을 넘어', '맞이할 빛을 향해 우리 걸어가', '가득한 이 사랑 하나', '아무도 흔들 수 없는 걸 아니까']"
131,너와 나의 푸르름,영동시장 (詠同市場),"['따스한 햇살 훈훈한 바람', '손 내민 들꽃의 미소', '이 길을 따라 어디든 좋아', '같이 걸어볼래 어때', '기차 타고 창밖을 보며', '이런저런 얘기나 할까', '요즘 많이 지친 네 마음', '다 여기에 놓고 가자', '걷다 힘들면 내 등에 업혀', '말타기 하고 신나게 놀아도되', '힘들지 않아 너만 좋아하면', '어디 든 가보자 우리 손잡고서', '저 푸르름 한가득 가슴에 안고서', '들판을 지나 바다를 찍고', '산들바람 부는 곳', '나비야 나비야', '이리 날아와 우리 같이 놀자', '자기야 자기야', '이 길에 끝엔 우리 사랑 영원히', '너와 난 바늘과 실', '도 레 미 파 솔 라 시', '이제 더는 울지 않길', '바라고 또 바래요 그대여', '쉼 없이 달려온 풍요 속 빈곤', '배는 불러도 내 영혼은 늘 빈손', '너와 나 어디든 함께면 safety zone', '걷다 힘들면 내 등에 업혀', '말타기 하고 놀아도되', '힘들지 않아 너만 좋아하면', '어디든 갈 수 있어', '나비야 나비야', '이리 날아와 우리 같이 놀자', '자기야 자기야', '이 길에 끝엔 우리 사랑 영원히', '나비야 나비야', '이리 날아와 우리 같이 놀자', '자기야 자기야', '이 길에 끝엔 우리 사랑 영원히', '나비야 나비야', '이리 날아와 우리 같이 놀자', '자기야 자기야', '이 길에 끝엔 우리 사랑 영원히']"
132,이렇게 사랑을 배워 (feat. 진새벽),카페모카,"['끝이 정해진 이야기', '언젠가는 올 거라 했던', '그 시간이 우리에게도', '다가온 것 만 같아', '어쩔 수 없는걸 알고 있어', '이렇게 사랑을 또 배워가', '고맙다는 말을 하고 싶어', '작은 순간마저', '행복하게 만들어 주던 너야', '끝을 아는 행복이지만 고마웠었어', '숨을 쉬는 모습마저', '너를 닮은 내가 됐는데', '혼자 있는 내가 어색해', '거울에 비춰 봐도', '널 닮은 모습 그대로 있어', '이렇게 사랑을 또 배워가', '고맙다는 말을 하고 싶어', '작은 순간마저', '행복하게 만들어 주던 너야', '끝을 아는 행복이지만', '고마워 사랑을 알게 해 줘서', '아파도 행복했었어', '다음이 있다면', '더 잘할 수 있을 것 같은데', '다시 돌아갈 수 있다면 노력할텐데']"
133,내 소식,Daandi,"['우리 참 그땐', '뜨겁고 치열했었는데', '잠깐이라도 널 봐야', '하루를 마무리할 수 있었는데', '네 목소리로 잠들 수 있었는데', '넌 그래 잘 지낸다며', '다른 사람 만나서', '행복하다며', '내 소식은 궁금하지 않니', '난 말이야 미련한 것 같아', '잘 지내는 너를 보아도', '난 괜찮을 줄 알았는데', '우리 그저 스쳐 지나간', '사람이었어도', '많은 추억들 까지는', '다 잊지 말아 줘', '우리 참 그땐', '사랑하고 또 사랑했는데', '잠깐이라도 널 봐야', '하루를 시작할 수 있었는데', '네 목소리를 너무 듣고 싶어', '조금 덜 사랑했다면', '지금 우린 마주할 수 있었을까', '내 소식은 궁금하지 않니', '난 말이야 미련한 것 같아', '잘 지내는 너를 보아도', '난 괜찮을 줄 알았는데', '우리 그저 스쳐 지나간', '사람이었어도', '많은 추억들 까지는', '다 잊지 말아 줘', '몇 년이 지났는데도 말이야', '아직 난 무뎌지지가 않아', '행복한 척 웃는 것도 혼자 우는 것도', '이젠 너무 힘들어', '내소식 듣고 싶지 않니', '우리가 사랑한 만큼의 반이라도', '너무 행복하진 말아줘', '아직 내가 아프니까', '사랑한 시간들 까진', '버리진 말아줘 부탁이야']"
134,Once,혜크,"['We only live once', 'whatever they say', 'whatever they see', 'I can make my way', 'We only live once', 'whenever I want', 'wherever I wish', 'I can go my way', 'Every words that hurts', 'you is not for you', 'so don’t be cower', 'Just close your eyes', 'Walk through the light', 'talk to the cloud', 'don’t run away', 'don’t hide in the dark', 'Smell the roses', 'Walk through the night', 'talk to the star', 'You never gonna miss it', 'hold it on tight', 'You don’t want to hear me', 'but no one says like this', 'Dark cloud in your days', 'Jagged stone on your way', 'Big waves in your dream', 'You should listen to me', 'despite my barbed words', 'It’s up to you', 'Walk through the light', 'talk to the cloud', 'don’t run away', 'don’t hide in the dark', 'Smell the roses', 'Walk through the night', 'talk to the star', 'You never gonna miss it', 'hold it on tight', 'Raise your head and look up', 'what you want', 'take a breath', 'it’s time to fly away', 'Walk through the light', 'talk to the cloud', 'don’t run away', 'don’t hide in the dark', 'Smell the roses', 'Walk through the night', 'talk to the star', 'You never gonna miss it', 'hold it on tight']"
135,사랑아 (Cover Ver.),조용현,"['혼자서 불러보는 가슴 아픈 그 이름', '눈물이 새어 나올까봐 입술을 깨물고', '또 다시 다짐한 듯 가슴을 펴 보지만', '홀로 남겨진 내 모습이 더욱 초라해져', '사랑아 그리운 내 사랑아', '이렇게 아픈 내 사랑아', '얼마나 아프고 아파해야', '아물 수 있겠니', '사랑아 그리운 내 사랑아', '이렇게 아픈 내 사랑아', '얼마나 아프고 아파해야', '아물 수 있겠니', '사랑아 미련한 내 사랑아', '버릴 수 없는 내 욕심에', '못 다한 사랑이 서러워서', '또 이렇게 운다', '얼마나 아프고 아파해야', '아물 수 있겠니 내 사랑아']"
136,후회,이주헌,"['처음 만났던 그 아름다운 너에게', '고의는 아닌 상처만 남긴 너에게', '네게 용서받을 기회조차 없어서', '네가 떠난 그 자리에서 널 기다렸어', '우리 마지막으로 걷던 날', '그날도 네게 못되었던 내가 한심해', '떠나가는 널 볼 수밖엔 없었어', '미소 한 번 없는 너라서', '나는 걱정하는 그 마음에 말했었어', '너는 사랑 아닌 집착이라 말했었지', '그래도 내가 지켜주고 싶은 마음에', '더 못되게 굴었었나 봐 용서해 주겠니', '우리 마지막으로 걷던 날', '그날도 네게 못되었던 내가 한심해', '떠나가는 너의 손을 잡아 본다면', '이렇게 슬프진 않을 것만 같아', '나를 떠나가던 너의 그 뒷모습이', '다신 돌아오지 않을 것만 같아서', '용서라도 해주고 떠나간다면', '이렇게 슬프진 않을 텐데', '우리 함께 했었던 추억이', '너무 아파 좀 더 옆에 있었으면 해', '이제 조금은 아껴주는 법을 알 것 같은데', '돌아오기가 많이 힘들겠니', '다시 내게 기회를 준다면', '같은 실수는 절대 하지 않을게', '기다리고 있을 테니 언제든 돌아와', '원래 네가 있던 곳으로', '내가 정말 잘할게']"
137,하루 끝,김한성,"['하루가 끝나고 난 뒤 집으로 가는 길', '늦은 저녁 소란했던 하루', '분주한 일상에 걸음은 더뎌지고', '아직은 서투른 나의 모습에도 너는', '괜찮다며 지친 날 기대어', '고단했던 어깰 감싸주었지', '함께하는 저녁', '별것 아닌 농담', '내겐 얼마나 큰 위로인지', '너는 알까', '나를 보며 웃는 너의 그 모습이', '마주잡은 두 손 너의 그 온기가', '지금 우리 이 순간이 영원하길 바랄', '내겐 꿈결 같은 그대이다', '함께하는 저녁', '별것 아닌 농담', '내겐 얼마나 큰 행복인지', '너는 알까', '나를 보며 웃는 너의 그 모습이', '마주잡은 두 손 너의 그 온기가', '지금 우리 이 순간이 영원하길 바랄', '내겐 꿈결 같은 그대이다', '함께라는 말도', '나 이렇게 소중했었는지', '그대곁에서 나 지금이대로', '함께할게', '나를 보며 웃는 너의 그 모습이', '마주잡은 두 손 너의 그 온기가', '지금 우리 이 순간이 영원하길 바랄', '내겐 꿈결 같은 그대이다']"
138,눈을 뜨면 (Feat. 김지우),이태백,"['눈을 뜨면 빛나는 햇살', '나에게로 스며들어', '포근하게 감싸는', '이순간을 너도 알까', '사실은 나 눈을 떴을 때', '네 생각이 떠올랐지', '왜이리 난 점점', '네 생각만 하는지', '창밖에 춤추는 저 아름다운 나무들', '그댈 부르고', '살갗을 스쳐가는 보드란 바람은', '나를 흔들고', '오늘은 나 말해볼까', '보고 싶고 생각나', '하루의 끝 다가올 때면', '지금 너는 뭘 할까', '너만을 바라고 있는 내 맘을', '전하고픈데', '너에게 달려가고 있는 내 맘을', '멈출 수 있는 방법은 모르겠어', '눈을 뜨면 빛나는 햇살', '나에게로 스며들어', '포근하게 감싸는', '이순간을 너도 알까']"
139,"비가 온다, 비가 간다. (Prod. 하진)",홍빠,"['오늘은 비가 와', '우리가 처음 만난', '가로수길 어느 날처럼', '아직도 비가 와', '너와의 따뜻한 추억 그대로인데', '내리는 비와 함께 넌 떠났네', '아픈 손가락만큼 내 마음 더 아파와', '비로 눈물을 씻어봐도', '추억은 지워지지 않네', '그렇게 비가 온다', '그렇게 비가 간다', '내 사랑도 비처럼 오고 가는데', '그렇게 비가 온다', '그렇게 비가 간다', '내 이별 노래도 오고 가는데', '오늘은 비가 와', '마지막 버스 뒤 칸', '함께 듣던 노랫말처럼', '아직도 비가 와', '너와 듣던 노래는 그대로인데', '내리는 비와 함께 넌 떠났네', '그렇게 비가 온다', '그렇게 비가 간다', '내 사랑도 비처럼 오고 가는데', '그렇게 비가 온다', '그렇게 비가 간다', '내 이별 노래도 오고 가는데', '비가 온다', '비가 간다', '내 사랑도 비처럼', '오고 가는데 (오고 가는데)', '그렇게 비가 온다', '그렇게 비가 간다', '내 이별 노래도 오고 가는데']"
140,Talk about (Feat. 오승아),푸름,"['안개낀 그 흑백도시에서', '너와 나의 맘도 까맣게 타들어가고있어', '밝은 조명에도', '뜨거운 햇살에도 우린', '아주 차갑게 식어가고있잖아', '회색도시에서 너를 만난 후에 난', '어지럽던 머릿속이 정리 되고', '이제 다 끝난일이지만', '아직 못다한 말이 너무 많은데', 'Talk about 우리 처음만난 날을', 'Talk about 비겁하지만 꺼낼께', '알아 이미끝이라는걸', '하지만 그냥 말할께', '지나친 그 추억들속에서', '너와 나의 맘도 하얗게 사라져가고있어', '떠난 눈빛에도', '차가운 겨울에도 우린', '이미 빠르게 떠나가고있잖아', '회색도시에서 너를 만난 후에 난', '어지럽던 머릿속이 정리 되고', '이제 다 끝난일이지만', '아직 못다한 말이 너무 많은데', 'Talk about 우리 처음만난 날을', 'Talk about 비겁하지만 꺼낼께', '알아 이미끝이라는걸', '하지만 그냥 말할께']"
