,가수,노래 제목,노래 가사
421,희형제,세상 가장 아름다운 여행,조그만 설렘이 자라나서 너에게 고백하던 그날 밤 수줍은 미소 그 짧은 대답 여전히 선명한 우리 시작 마음을 아끼고 아껴봐도 모른 척 너에게로 건너가 다 줘도 끝없이 더 주고 싶어 내게 와줘서 고마워 수놓은 별 포근한 바람 고요한 달빛 아래 내 마음을 안아주는 따스한 목소리 너의 품 너의 숨 너의 꿈을 느껴 세상 가장 아름다운 여행을 떠나자 서로라는 넓은 바다로 예쁜 섬으로 우리 곁엔 행복이 꽃피울 거야 모두가 잠에 든 깊은 새벽 내 맘은 잠에 들 줄 모르고 꿈에서도 너의 손을 잡고서 우리 둘만의 길을 걸어 수놓은 별 포근한 바람 고요한 달빛 아래 내 마음을 안아주는 따스한 목소리 너의 품 너의 숨 너의 꿈을 느껴 세상 가장 아름다운 여행을 떠나자 서로라는 넓은 바다로 예쁜 섬으로 우리 곁엔 행복이 꽃피울 거야 같은 시간 같은 공간에 지금처럼 늘 곁에 있어줘 미래가 되줘 널 사랑이라고 불러 행복이라고 불러 내 마음을 너로 채워 따스한 목소리 너의 품 너의 숨 너의 꿈을 느껴 세상 가장 아름다운 여행을 떠나자 서로라는 넓은 바다로 예쁜 섬으로 우리 곁엔 행복이 꽃피울 거야
422,공기남,내가 더 많이 널 사랑해서,용기를 내어 지금 우리의 만남에 대해 힘든 감정을 얘기해봤어 혼자 어른인척 이해하고 감싸주는 게 힘들더라고 정말 말할까 말까 고민 많이 했어 아마 헤어짐을 미리 짐작했으니까 잘 지내라 말하고 평소와 똑같이 잘 자란 인사를 담담하게 했어 몇 분이 흘렀고 참았던 눈물이 주체할 수 없이 흐르고 말았어 고맙다는 말 미안하다는 말 너무 이성적인 너의 행동이 참 밉다 내가 더 많이 널 사랑해서 그래 요즘 너의 행동이 예전 같지는 않았으니까 알아 너의 생활이 녹록치는 않았었다 는걸 오늘밤 나 혼자 텅 빈 공간속에 긴 아픔을 안고 잠을 청하겠지 그냥 견디면 괜찮아질 거야 그럴 거야 고맙다는 말 미안하다는 말 너무 이성적인 너의 행동이 참 밉다 내가 더 많이 널 사랑해서 그래 내가 더 많이 사랑할 줄 몰라서
423,양다일,틈,더는 싸우는 게 싫어 우리 자주 부딪힐 때 긴 과정을 이겨내는 게 더는 설명하기 싫어 우리 자주 미안할 때 나의 감정을 이겨내는 게 요즘 내 마음속엔 행복해질 틈이 없어 하루 온종일 무언가에 쫓겨 나도 내 감정에 솔직해질 틈이 없어 널 알아줄 틈이 없어 No No No For you No No No 더는 외면하기 싫어 서로 많이 지쳤는데 사랑이란 감정 때문에 하려 했던 말들 한 번쯤 전했을 말들도 이젠 가만히 묻어둘래 너와 내 사이에 행복해질 틈이 없어 하루 온종일 서로 간에 쫓겨 우리의 감정에 솔직해질 틈이 없어 널 안아줄 틈이 없어 No No No For you No No No For you
424,김희석,부디,부디 그대 나를 잡아줘 흔들리는 나를 일으켜 제발 이 거친 파도가 날 집어삼키지 않게 부디 그대 나를 안아줘 흔들리는 나를 붙잡아 제발 이 거친 바람이 나를 넘어뜨리려 해 저기 우리 함께 눈물 짓던 그때 그 모습이 보여 이젠 눈이 부시던 날의 기억 그래 그 순간 하나로 살테니 부디 다시 한 번 나를 안고 제발 지친 나를 일으켜줘 우리 사랑했었던 날들 아직 모든 것들이 꿈만 같아 부디 다시 한 번 나를 깨워 제발 지친 나를 일으켜줘 다시 나의 손을 잡아줘 이제 잡은 두 손을 다신 놓지 마 제발 그대 이렇게 다시 떠나가는 날 이젠 언제쯤 다시 볼 수 있을지 우리 이렇게 헤어지면 언젠가는 또다시 부디 다시 한 번 나를 깨워 제발 지친 나를 일으켜줘 다시 나의 손을 잡아줘 이제 잡은 두 손을 다신 놓지 마 제발 부디 다시 한 번 나를 안고 나를 안고 제발 지친 나를 일으켜줘 지친 나를 일으켜줘 우리 사랑했었던 날들 우 워어어어어 아직 모든 것들이 꿈만 같아 부디 다시 한 번 나를 깨워줘 제발 지친 나를 일으켜줘 다시 나의 손을 잡아줘 부디 다시 한 번 나를 안아줘 부디 다시 한 번 나를 안아줘
425,Janet Suhh (자넷서),Unknown World (Prod. by 남혜승),Caught up in unknown world Voice in my head’s whispering Scent’s keeping it divine Gentle sign’s up on ahead Stood up tall on the earth And wind’s soft as feathers I swear I saw something Running cross the meadow You wouldn’t believe how Mesmerizing it was You’ve got to read between the line oh Just to get clear sight Have you noticed time goes Somewhat stranger here Hours and hours Air is seeping in the dusk I just can’t help myself from falling Into something greater beyond these walls They’re dragging me closer I know I’ve seen these places in my dreams And I’ve woke up to them I’m caught up in unknown world Voice in my head’s whispering Scent’s keeping it divine Waiting ahead
426,장윤정,애원,사랑이었잖아 사랑이었잖아 꼭 한 번 너에게 말해주고 싶었어 이미 늦은거니 다 잊으라는거니 어떻게 그 말밖엔 할 말 없는거니 사랑해 사랑해 사랑해 사랑해 이렇게 끝나면 울잖아 울잖아 아프잖아 니가 떠나면 난 어떻게 난 어떻게 사니 세상에 나만큼 널 사랑한 사람은 난데 함께 죽어도 좋다 생각한 사람이 넌데 네가 나일 수 없듯 나도 니가 될 수 없지만 사랑이었잖아 너와 나는  괜찮아 괜찮아 괜찮아 이별을 이해시키려 하지마 하지마 아프잖아 그런데 왜 난 눈물나니 정말 끝인거니 가니 세상에 나만큼 널 사랑한 사람은 난데 함께 죽어도 좋다 생각한 사람이 넌데 네가 나일 수 없듯 나도 니가 될 수 없지만 사랑이었잖아 너와 나는 하루를 하루를 버텨봐도 내일은 내일은 멀어지네 뻥 뚫린 가슴을 채울 수 없어 내가 기다리잖아 내가 널 부르잖아 네 심장속에 들어가 널 붙잡을래 세상에 나만큼 널 사랑한 사람은 난데 함께 죽어도 좋다 생각한 사람이 넌데 네가 나일 수 없듯 나도 니가 될 수 없지만 사랑이었잖아 너와 나는 사랑이었잖아 우리
427,엠씨더맥스 (M.C the MAX),눈물은 모르게,나를 보면 그대를 묻는 사람들 헤어진 걸 모르고 또 물어보겠죠 그대와 같은 향기에 멍해지겠죠 그대와 닮은 뒷모습에 난 멈춰서겠죠 순간 순간 가슴이 또 무너질텐데 그래도 끝내 마음 돌릴 수 없다면 눈물은 모르게 그대 말없이 떠나가세요 그대밖에 하나밖에 담을 수 없으니까요 가슴은 모르게 그저 혼자서 이별하세요 내일이면 만날 것처럼 그댈 사랑하며 살 수 있게 순간 순간 두눈이 또 젖어올텐데 사랑한단 그 말로 잡을 순 없잖아 눈물은 모르게 그대 말없이 떠나가세요 그대밖에 하나밖에 담을 수 없으니까요 가슴은 모르게 그저 혼자서 이별하세요 내일이면 만날 것처럼 그댈 사랑하며 살 수 있게 생각해 본 적 없죠 그대 없는 내모습 그럴 리 없잖아요 제발 나 모르게 그대 또다른 사랑하세요 사랑하다 사랑하다 죽어도 좋으니까요 그대는 모르게 나는 혼자서 사랑할께요 내가 버려진 걸 모르고 바보로 살아도 괜찮아요
428,엠씨더맥스 (M.C the MAX),그걸로 나는 충분해요,나 이제 스치듯 다가서 마지막인 듯 미소로 인사하죠 더 이상 해 줄 것이 없어 마른 눈물로 이별을 말하죠 미워하려 할수록 마음 깊이 커져 버린 사랑 서로 함께할 수 없다고 결국 또 아플 거라고 추억이라 아름답다고 그래도 이 사랑밖에 몰라서 지친 나 그대밖에 몰라서 세상 모두 날 버린다고 말해도 그대만 곁에 사랑해 그 한마디만 말하게 해준다면 그걸로 나는 돼요 더 이상 해 줄 말이 없죠 마른 눈물로 이별을 말하죠 피해 가려 할수록 여기 혼자 멈춰버린 시간 다시 돌아갈 수 없음에 가슴에 맺힌 눈물을 이젠 그만 흘려보내길 그래도 이 사랑밖에 몰라서 지친 나 그대밖에 몰라서 세상 모두 날 버린다고 말해도 그대 단 한 사람만 내 곁에 있어 주면 돼요 내 상처보다 아플 그대 알기에 이제는 내가 여기서 그댈 지킬게요 나 이 사랑밖에 몰라서 모두 잊어도 남을 한 사람 세상 모두 날 버린다고 말해도 그대만 곁에 사랑해 그 한마디만 말하게 해준다면 그걸로 나는 돼요 그걸로 충분해요
429,유키카,좋아하고 있어요,웃어넘길까 살짝 눈치를 보다 조금 진지한 너의 표정에 미안하지만 문득 귀엽다는 생각을 했어 우물거리다 내 마음을 듣고 싶어 하는 너의 질문에 난 괜히 하늘이 예쁘단 말로 대답을 대신해 좋아하고 있어요 사실은 그래요 좋아하고 있어요 내가 많이 한 발 더 다가오면 이런 마음 다 들킬까 봐 겁나 걱정하지 마요 시간이 필요해 천천히 너에게로 물들어 보랏빛 스며드는 저 구름처럼 알아챘을까 달라진 나의 입술 조금 짓궂은 나의 질문에 빨개진 귀가 문득 귀엽다는 생각을 했어 네게 안길까 부풀어버린 내 마음이 네게 닿을 듯 커져가 하늘이 예쁘다는 말로 내 마음을 대신해 좋아하고 있어요 사실은 그래요 좋아하고 있어요 내가 많이 한 발 더 다가오면 이런 마음 다 들킬까 봐 겁나 걱정하지 마요 시간이 필요해 천천히 너에게로 물들어 보랏빛 스며드는 그 순간 그저 좋은 이대로 오늘 조금 더 물들어가 시작되는 숨길 수가 없어요 사실은 그래요 이미 알고 있나요 내 마음을 한 발 더 다가오면 이런 마음 다 들킬까 봐 겁나 걱정하지 마요 시간이 필요해 천천히 너에게로 물들어 보랏빛 스며드는 저 구름처럼
430,오마이걸 (OH MY GIRL),Etoile (Korean version),참 이상할 정도로 빠져들어 버려 여기 네가 있어 눈부시게 빛나는 걸 세상에 고개를 돌리고 싶은 날 진심으로 웃게 해 날 네가 있으면 망설임도 전부 사라져 가 Shine on me 별처럼 빛나는 너 나를 까만 밤하늘 아래 지켜봐줄래 네가 있어준다면 나는 누구보다 빛날 수 있어 가슴 속 어딘가 숨어있던 강한 마음 살짝 날 감싸주니까 You’re my Etoile 하늘을 보며 가장 빛나는 저 별님에 바라는 건 오늘 하루 네 마음속에 행복 가득하기를 느낄 수 있어 난 혼자가 아니라고 따스한 맘이 여기에 You’re my Etoile 너와 함께라면 어떤 꿈이라도 좋은 걸 눈부시게 빛날 미랠 향해 너와의 미랠 향해 다시 달려가 어떤 계절에도 지지 않은 채 항상 날 비춰줘 여기서 언제까지나 어디까지나 Shine my Etoile 소원을 이뤄줄래 Shooting Star 전하고 싶은 맘은 여기 Shining Bright Cuz of you Cuz of you Cuz of you The world is so shiny 네가 있어준다면 그 언제라도 Ah 어제보다 오늘 이렇게 강해져가 I’ll be alright I’ll be alright 계속 여기에서 더 빛나주겠니 In my heart and your heart Shine on you 어쩌면 나도 너에게는 언제나 거기서 빛나는 별일거야 그래 세상에서 가장 빛나는 별이고 싶은 걸 두 눈을 감으면 우리 앞에 펼쳐지는 은하수 반짝이잖아 You’re my Etoile 망설이지 않아 어둠 속에 갇히더라도 너를 믿어 하나밖에 없는 그 빛으로 나를 이끌어 줘 느낄 수 있어 저기 하늘을 바라보면 혼자도 무섭지 않아 You’re my Etoile 여기 네가 있어 이 가슴 속 깊은 곳에서 언제라도 날 미소짓는 나를 비춰주는 my Etoile 넘쳐흘러오는 웃음 이 행복도 슬픔이 가득한 눈물도 다 안아줘 날 안아줘 Shine my Etoile 언젠가 너와 나 멀리 떨어질 그런 운명이라도 One day 약속해 언젠가 우리 서로 다른 길을 간대도 함께 본 그려 온 미래는 변하지 않는다고 I’m with you You’re my Etoile 하늘을 보며 가장 빛나는 저 별님에 바라는 건 오늘 하루 네 마음속에 행복 가득하기를 느낄 수 있어 난 혼자가 아니라고 따스한 맘이 여기에 You’re my Etoile 너와 있을 수 있다면 어떤 꿈이라도 좋은 걸 눈부시게 빛날 미랠 향해 너와의 미랠 향해 다시 달려가 My shiny and bright days 어떤 계절에도 지지 않은 채 항상 날 비춰줘 여기서 Eyes on me 언제까지나 그대로만 있어줘 Shine my Etoile Forever and more Shine my Etoile Shine my Etoile
431,정승환,봄을 지나며,오래된 안부 잘 지내고 있어요 오랜만에 밖을 나섰죠 반가운 얼굴 소란스런 인사 뒤로 생각이 났죠 고마운 햇살 옅은 땅을 녹이듯 그럭저럭 견뎌냈어요 아쉬운 이 계절이 또 지나가면 조금 더 익숙해지겠죠 끝없이 매일 이별하고 있죠 내게서 뭔가 중요한 게 바뀌었죠 요즘은 더 웃으려 노력해요 이렇게 그대도 날 잊는지 가끔씩 문득 멈춰 설 때 있어요 그 해 자주 듣던 노래가 예고도 없이 흘러나올 때면 그때로 날 데려다 놓죠 끝없이 매일 다짐하고 있죠 조금씩 뭔가 해보려고 애써요 내 삶에서 그대 없는 날들이 낯설게 느껴지기 싫어서 계절은 푸른빛이 번지고 나의 바랜 손은 잡힐 듯 멀어져 가는 기억 속을 거슬러 손을 뻗는다 지금쯤 그댄 괜찮아졌나요 눈부신 날들이 멀어져만 가네요 나 없이도 잘 지내고 있을지 괜한 걱정이죠 너무 예뻤던 봄을 지나며
432,이솔로몬,나 항상 그대를,나 항상 그대를 보고파 하는데 맘처럼 가까울 수 없어 오늘도 빛 바랜 낡은 사진 속의 그대 모습 그리워하네 나 항상 그대를 그리워 하는데 그대는 어디로 떠났나 다정한 그 모습 눈물로 여울져 그대여 내게 돌아와요 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 음 돌아와요 나 항상 그대를 그리워 하는데 그대는 어디로 떠났나 다정한 그 모습 눈물로 여울져 그대여 내게 돌아와요 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 우 돌아와요
433,"라비 (RAVI), Xydo (시도)",빈자리(feat. 수엔(Suen)),빈자린 비워놓은 채로 두자 우리 너를 대체할 사람도 사랑도 없잖아 우리 빈자릴 채워 넣으려 애쓰지 말자 우린 텅 빈 채로 기다려주자 우리 서로 혼자서 타는 그네 혼자서 타는 시소 네가 떠나간 후에 난 균형을 잃은 채로 어설프게 먹고 몸보다는 정신을 더 뉘어 놓은 채로 얕은 잠에 들어 할 만큼 했다 말하지 마 난 네가 떠나간 자리에다 너의 이름표를 붙여놓고 널 기다릴 거야 이 자리에 나를 조각상처럼 얼려 시간이 멈춰 버린 것처럼 I HAD TO READJUST TO LIVING ALONE YEAH I NEED SOME REST 좀 쉬어야겠어 혼자가 된 그늘 아래서 YEAH I NEED SOME REST 기도해야겠어 난 사랑을 너로만 배워서 나를 고칠 수 있는 것도 내가 놓칠 수 있는 것도 너 하나야 BABE 내 사랑아 우리 비워두자 이 자리는 서로 빈자린 비워놓은 채로 두자 우리 너를 대체할 사람도 사랑도 없잖아 우리 빈자릴 채워 넣으려 애쓰지 말자 우린 텅 빈 채로 기다려주자 우리 서로 텅 빈자린 남겨둬 널 기다리니까 사실 네 자릴 비워둘 준비가 I’M NOT READY YET AY 내게 해준 말이 남아 날 가득히 채워 RIGHT HERE 난 널 잊지 못해 매일 잊지 못해 BABE 빈자린 비워놓은 채로 두자 우리 이 밤같이 지나도 다시 돌아올 테니 I’M ON YOUR SIDE WE NEVER GOT THE TIMING 너도 네 자리에서 날 기다리길 I’M ON YOUR SIDE WE NEVER GOT THE TIMING 너도 네 자리에서 날 기다리길 바라 빈자린 비워놓은 채로 두자 우리 너를 대체할 사람도 사랑도 없잖아 우리 빈자릴 채워 넣으려 애쓰지 말자 우린 텅 빈 채로 기다려주자 우리 서로
434,디셈버,배운게 사랑이라,내 마음다 가져간 사람  내일은 더 그리운 사람  가슴만 애태우고 눈물만  준대도 고마운사람  내 심장이 원하는 사람  내 입술이 부르는 사람  보고싶은데 이렇게 원하는데  그댄 어디있나요  --------------------------------  내 가슴에 비라도 내렸으면 좋겠어  비에 널 흘려보내게  도저희 지워지지가 않아  내 머리속엔 아직도  네 모습밖에 떠오르지가 않아  --------------------------------  배운게 사랑뿐이라서  가진게 너 하나 뿐이라서  니가 아니면 다른 사랑은 못해  너도 알잖아  --------------------------------  안녕이란 말도 못했는데  이렇게 가면 난 어떡해  힘든 내 삶의 쉼표 같은 사람  너 한사람뿐야  --------------------------------  한동안 나 많이 힘들겠지  네 이름만 또 부르겠지  사랑하는데 정말 사랑했는데  떠난 그대 미워요  --------------------------------  너 때문에 망가진 날 봤으면 좋겠어  미안해서 돌아오게  죽어도 널 잃고 싶진 않어  그리움보다 더 진한 너의 향기가  잊혀지지가 않아  --------------------------------  배운게 사랑뿐이라서  가진게 너하나 뿐이라서  니가 아니면 다른 사랑은 못해  너도 알잖아  --------------------------------  안녕이란 말도 못했는데  이렇게 가면 난 어떡해  힘든 내 삶의 쉼표같은 사람  너 한사람 뿐야  --------------------------------  사랑을 받는 것보다  주는게 더 좋았던 사람  그보다 더 한 사랑이란  없을것 같아  --------------------------------  배운게 사랑 뿐이라서  가진게 너 하나 뿐이라서  니가 아니면 다른 사랑은 못해  너를 사랑해
435,이문세,깊은 밤을 날아서,우리들 만나고 헤어지는 모든 일들이 어쩌면 어린애들 놀이같아 슬픈 동화속에 구름타고 멀리 날으는 작은 요정들의 슬픈 이야기처럼 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈수도 있어 난 오직 그대 사랑하는 마음에 바보같은 꿈꾸며 이룰 수 없는 저 꿈의 나라로 길을 잃고 헤매고 있어 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈 수도 있어 난 오직 그대 사랑하는 마음에 밤 하늘을 날아서 그대 잠든 모습 바라보다가 입 맞추고 날아오고파 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 궁전으로 갈수도 있어 난 오직 그대 사랑하는 마음에 밤하늘을 날아서 그대 잠든 모습 바라보다가 입 맞추고 날아가고파 그러나 우리들 날지도 못하고 울지만 사랑은 아름다운 꿈결처럼 고운 그대 손을 잡고 밤 하늘을 날아서 꿈빛 궁전으로 갈수도 있어
436,김동현,사랑아,혼자서 불러보는 가슴 아픈 그 이름 눈물이 새어 나올까봐 입술을 깨물고 또다시 다짐한듯 가슴을 펴 보지만 홀로 남겨진 내 모습이 더욱 초라해져 사랑아 그리운 내 사랑아 이렇게 아픈 내 사랑아 얼마나 아프고 아파해야 아물 수 있겠니  사랑아 그리운 내 사랑아 이렇게 아픈 내 사랑아 얼마나 아프고 아파해야 아물 수 있겠니  사랑아 미련한 내 사랑아 버릴 수 없는 내 욕심에 못다한 사랑이 서러워서 또 이렇게 운다 얼마나 아프고 아파해야 아물 수 있겠니 내 사랑아
437,안예은,"별, 그대, 별",별처럼 나타난 그대 별처럼 사라진 그대 반짝이는 흔적 찾으려 해도 그림자조차 볼 수 없네 별처럼 사라진 그대 별처럼 다시 나타난 그대 손에 잡힐 듯이 가까워져도 이내 저 멀리 사라지네 이 별이 그대일까 저 별이 그대일까 언제 다시 그 모습 볼 수 있을까 은하수가 흐르는 강가에서 사나요 토끼가 만들어 준 떡을 먹고 사나요 보일 듯 말듯 미소를 짓고서 연기속으로 사라져버려 오늘은 보게 될까 내일은 마주칠까 이제 다시 그 모습 볼 수가 없나 달님 옆에 예쁘게 집을 지어 놓았나요 구름을 타고 밤하늘을 두 눈에 담나요 애를 태우며 춤을 추는 빛이 그대인가요 그댄가요 어쩌다 여기 와서 날 아프게 하나요 그리운 마음 전하지도 못하게 하나요 어디서 왔나 보고싶은 사람 하나뿐인 나의 별
438,미교,우리 지금,You 방금 너 조금 이상했는데 얼굴이 빨개지고 당황해 내가 다 봤어 And You 우리 두 눈이 마주쳤을 때 초점도 맘도 흔들린 거야 그 맘이 예뻐서 더 바랄 것이 없는 하루야 반짝이는 너 파랗게 높은 하늘 그리고 나 계속 걸어갈 거야 바람을 느껴 그래 가까이 와봐 This perfect moment You 자꾸만 아른거리는 거야 어젯밤 했던 예쁘다는 말 니 표정까지 And You 사실은 몰래 우울했었어 혹시나 우리 멀어질까봐 좀 바보 같지만 더 바랄 것이 없는 하루야 반짝이는 너 파랗게 높은 하늘 그리고 나 계속 걸어갈 거야 바람을 느껴 그래 가까이 와봐 This perfect moment 막 생겨난 구름 쏟아지는 햇살 붙잡아 둘 순 없지만 새로 그릴 풍경들 꼭 영원하기를 완벽한 우리 모습처럼 더 궁금한 게 없는 하루야 터질 듯한 맘 달콤한 너의 눈빛 그 끝에 나 크게 소리칠 거야 사랑한다고 그냥 나를 안아봐 This perfect moment
439,유서하,혼자가 더 나은 것 같아,표정 없는 날이 많아졌어 어떤 날에는 짐이 되기도 했고 이유도 없는 투정을 부리면서도 나를 알아주길 바랬어 이런 날 보고 지칠 거란 걸 알아 너도 힘들어지면 날 떠나겠지 내 마음만큼 사랑받고 싶었던 건데 너에게 입이 떨어지질 않네 우리 헤어지자 제발 헤어지자 너에게 어떤 것도 기대되지가 않아 당연한 사랑이 이젠 설레지 않아 매일 외로웠던 그때가 더 나은 것 같아 설레이던 날도 많았는데 바라만 봐도 웃곤 하던 날 전부 소중했단 걸 우리 너무 몰랐나 봐 이젠 돌아갈 수 없어 이런 날 보면 많이 답답하겠지 매일 같은 말들만 한다고 말이야 다 변했다고 사랑하는 마음 같은 거 이제는 내가 자신 없나 봐 우리 헤어지자 이제 그만하자 너에게 어떤 것도 기대 되지가 않아 당연한 사랑이 이젠 설레지 않아 매일 혼자였던 그때가 더 나은 것 같아 이런 말 나도 싫어 조금도 모르겠는 너 때문에 매일 휘둘려 지냈어 이제 그만할래 아쉬워하지 않을래 사랑 같은 거 안 할래 우리 헤어지자 제발 그만하자 이제는 우리란 말 하고싶지가 않아 너와의 사랑이 이젠 설레지 않아 매일 외로워도 혼자가 더 나은 것 같아
440,SG 워너비,사랑법,바람이 불어온다 추억이 흩날린다 그래 우리가 사랑했었지 눈물이 떨어진다 코 끝이 짠해진다 그래 우리가 사랑했었지 기쁠때나 슬플때 힘들고 지칠때도 네가 항상 곁에 있었는데 사랑이란 멀리있다 해도 같은 마음으로 기다려주는 일 죽도록 보고 싶을때 너무 그리워질때 네 이름을 불러볼게 사랑해 제일 행복했던 일 정말 나 잘했던 일 그래 내가 널 사랑했던 일 안녕이란 한마디 쓸쓸한 네 빈자리 그래 이게 끝은 아닐거야 계절이 변해가도 세상이 변해가도 너는 항상 곁에 있었는데 사랑이란 멀리있다 해도 같은 마음으로 기다려주는 일 죽도록 보고 싶을때 너무 그리워질 때 네 이름을 불러볼게 사랑해 고마워 나를 살게 해줘서 부디 이런 나를 잊지 말아줘 돌아와줘 네가 살던 이 곳 널 그리워하는 아픈 내 가슴속 세상이 다 변해가도 많은 시간 지나도 언제나 널 기다릴게 사랑해 바람이 불어온다 네가 더 보고싶다
441,탁재훈,멍하나,정신 없이 마구 쏟아졌던 소나기는 어느새 걷히고 이 가슴에 멍 하나 있는게 그게 씻기질 않아 대수롭지 않게 생각했어 그냥 작은 멍 하나 뿐인데 숨 조차 쉬질 못하겠어 너무 아파 혼자 울었어 얼마나 많이 또 아팠을까 그 눈물모아 삼킨 자국마저 감춰보려 했던 그런 널 나는 또 모질게도 너를 계속 울리기만 했어 작은 멍이 들도록 아프도록 내 가슴에 난 그대라는 멍 하나가 있어 그 사람에게 나는 아픔만 줬던 철 없는 사랑 미안해 다시 한번 용서해줘 내 가슴에 멍 지울 수 있도록 마지막 부탁이야 그래야 너도 떠날 수 있잖아 얼마나 많이 또 아팠을까 그 눈물모아 삼킨 자국마저 감춰 보려했던 그런 널 나는 또 모질게도 너를 계속 울리기만했어 작은 멍이 들도록 아프도록 내 가슴에 난 그대라는 멍 하나가 있어 그 사람에게 나는 아픔만 줬던 철 없는 사랑 미안해 다시 한번 용서해줘 내 가슴에 멍 지울 수 있도록 마지막 부탁이야 그래야 너도 떠날 수 있잖아
442,장범준,회상,길을 걸었지 누군가 옆에 있다고 느꼈을 때 나는 알아버렸네 이미 그대 떠난 후라는 걸 나는 혼자 걷고 있던거지 갑자기 바람이 차가와 지네 마음은 얼고 나는 그 곳에 서서 조금도 움직일 수 없었지 마치 얼어버린 사람처럼 나는 놀라서 있던거지 달빛이 숨어 흐느끼고 있네 음 떠나버린 그 사람 생각나네 음 돌아선 그 사람 생각나네 묻지 않았지 왜 나를 떠나느냐고 하지만 마음 너무 아팠네 이미 그대 돌아서 있는 걸 혼자 어쩔수 없었지 미운건 오히려 나였어 떠나버린 그 사람 생각나네 돌아선 그 사람 생각나네 길을 걸었지 누군가 옆에 있다고 느꼈을 때 나는 알아버렸네 이미 그대 떠난 후라는 걸 나는 혼자 걷고 있었던거지 갑자기 바람이 차가와 지네 묻지 않았지 왜 나를 떠나느냐고 하지만 마음 너무 아팠네 이미 그대 돌아서 있는 걸 혼자 어쩔 수 없었지 미운건 오히려 나였어 갑자기 바람이 차가와 지네
443,린,좋을텐데,좋을 텐데 너의 손 꼭 잡고 그냥 이 길을 걸었으면 내겐 너뿐인 걸 니가 알았으면 좋을 텐데 얼마 전 만난 여자 얘기 오늘만 해도 벌써 몇 번째니 그녀에게 전화가 또 왔었다며 조금은 얼굴을 붉히는 너 집에 돌아오는 길은 포근한 달빛마저 슬퍼 보여 마음이 아파 나를 위로해줄 니가 있다면 좋을텐데 너의 손 꼭 잡고 그냥 이 길을 걸었으면 내게 너뿐인 걸 니가 알았으면 좋을텐데 집에 돌아오는 길은 포근한 달빛마저 슬퍼 보여 마음이 아파 나를 위로해줄 니가 있다면 좋을텐데 나 아닌 사람 얘기에 때론 화도 내어 봤으면 그저 너의 곁에 내가 있었으면 좋을텐데 모르겠니 애써 지켜온 우정마저 놓칠 것만 같아 기다리던 또 망설이던 그런 나 이젠 이젠 좋을텐데 너의 손 꼭 잡고 그냥 이 길을 걸었으면 내겐 너뿐인 걸 니가 알았으면 좋을텐데 나 아닌 사람 얘기에 때론 화도 내어 봤으면 그저 너의 곁에 내가 있었으면 좋을텐데
444,이문세,시를 위한 시,바람이 불어 꽃이 떨어져도 그대 날 위해 울지 말아요 내가 눈 감고 강물이 되면 그대의 꽃잎도 띄울께 나의 별들도 가을로 사라져 그대 날 위해 울지 말아요 내가 눈 감고 바람이 되면 그대의 별들도 띄울께 이 생명 이제 저물어요 언제까지 그대를 생각해요 노을진 구름과 언덕으로 나를 데려가줘요 나의 별들도 가을로 사라져 그대 날 위해 울지 말아요 내가 눈 감고 바람이 되면 그대의 별들도 띄울께 이 생명 이제 저물어요 언제까지 그대를 생각해요 노을진 구름과 언덕으로 나를 데려가줘요 나의 별들도 가을로 사라져 그대 날 위해 울지 말아요 내가 눈 감고 바람이 되면 그대의 별들도 띄울께
445,영지,나란 사람은 (거룩한 계보 OST),커져만 가는 기억 시간 속에 남아서 지친 내 삶에 벅찬 사랑이 다가와도 알아 볼 수도 기다려 주지도 않는 걸 그래 모든게 혼자 되어가고 있는 걸 나란 사람은 행복해질 수 있는건지 나란 사람은 기억 될 수가 있는건지 왜 세상은 나를 외롭게만 만들고 이제 조금은 웃음 지어 보려 하는데 그 것 마져도 쉽게 허락 되질 않는 나 나란 사람은 처음 부터 혼자 였던 걸  같은 시간을 함께 살아가고 있어도 우린 서로가 다른 사랑 찾아 가는데 그대를 알고 내 세상도 변해 갔는데 또 그 자리 그 곳에 머물러야 하나 나란 사람은 빛이 될 수가 있는건지 나란 사람은 이유가 될 수도 있는지 왜 세상은 나를 눈물나게 만들고 왜 그대는 나를 웃음짓게 만들고 그 것 마져도 쉽게 허락 되질 않는 나 나란 사람은 처음부터 혼자였던 걸 늘 그렇게 혼자 살아가고 있는 나
