,가수,노래 제목,노래 가사
50,소향,하늘바라기,꽃 잎이 내 맘을 흔들고 꽃 잎이 내 눈을 적시고 아름다운 기억 푸른 하늘만 바라본다 꼬마야 약해지지마 슬픔을 혼자 안고 살지는 마 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 하늘바라기 하늘만 멍하니 가장 큰 하늘이 있잖아 그대가 내 하늘이잖아 후회 없는 삶들 가난했던 추억 난 행복했다 아빠야 약해지지마 빗속을 걸어도 난 감사하니깐 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 따뜻한 바람이 부는 봄 내음 그대와 이 길을 함께 걷네 아련한 내 맘이 겨우 닿는 곳에 익숙한 골목 뒤에 숨어있다가 그대 오기만 오기만 기다린 그때가 자꾸만 떠올라 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 하늘바라기 하늘만 멍하니
51,어쿠루브,우린 이제 헤어져야 해,똑같은 대화 똑같은 표정 점점 지쳐갔어 똑같은 넌데 나는 자꾸만 달라졌어 어느 순간 난 너 아닌 다른 곳을 봐 넌 나를 보고 있는데 우린 이제 헤어져야 해 예전처럼 널 사랑하지 않아 애써 찾은 이유는 너에게 변명일 거야 날 그냥 욕해도 돼 우린 이제 헤어져야 해 예전처럼 설레이지가 않아 이기적인 거야 너에게 미안할 뿐이야 난 더 할 말이 없어 똑같은 일상 똑같은 사랑 점점 무뎌졌어 나보다 너를 더 사랑했으면 좋겠어 벅찬 사랑이 나에겐 부담이 됐어 넌 이해 못 하겠지만 우린 이제 헤어져야 해 예전처럼 널 사랑하지 않아 애써 찾은 이유는 너에게 변명일 거야 날 그냥 욕해도 돼 우린 이제 헤어져야 해 예전처럼 설레이지가 않아 이기적인 거야 너에게 미안할 뿐이야 난 더 할 말이 없어 미안해서 말 못 했어 그 시간을 미뤘어 나 때문에 울지 마 너도 행복했음해 우린 이제 헤어져야 해 예전처럼 설레이지가 않아 이기적인 거야 너에게 미안할 뿐이야 난 더 할 말이 없어
52,홍대광,봄의 한가운데,하나둘씩 눈처럼 내리는 하얀 벚꽃잎은 겨울을 담아 이 거리 위에 흩어져 두 손 위로 살며시 내려앉은 작고 약하기만 한 꽃잎들이 왠지 낯설지가 않아 봄의 한가운데 온 세상이 하얗게 물들어 그 속에 너와 나 떨어지는 꽃잎처럼 네 귓가에 다가가 이렇게 나 말할 게 사랑하고 있다고 하늘 위의 꽃잎처럼 가득 채운 내 마음이 너에게 닿으면 beautiful love you and I 투명하게 얼어 있던 마음이 너를 닮고 있는 분홍빛으로 천천히 물들고 있어 봄의 한가운데 너와 나 우리 시간은 멈춰 있는 것 같아 떨어지는 꽃잎처럼 네 귓가에 다가가 이렇게 나 말할 게 사랑하고 있다고 하늘 위의 꽃잎처럼 가득 채운 내 마음이 너에게 닿으면 beautiful love you and I 저 하늘 꽃잎처럼 beautiful love you and I
53,플리지,또 울 것 같아,매일 망설였었지 내 눈앞에 있는 널 한참을 바라보고 서 있어 난 네게 줄 수 없을 맘을 숨기고 하루하루 내 마음을 삼키고 언제쯤이었을까 내겐 거짓말 같은 너를 처음 본 그 날 My love I always wait for you 널 기다리는 내 모습이 바보 같아 보여도 오 난 함께 나눈 시간 속에 다시 너를 붙잡지 못하고서 또 울 것 같아 언제쯤이었을까 내게 올 것만 같던 설레었던 그 순간 My love I always wait for you 널 기다리는 내 모습이 바보 같아 보여도 오 난 함께 나눈 시간 속에 다시 너를 붙잡지 못하고서 또 울 것 같아 너에게 보여줄 수가 없는 내 모습들은 내겐 너무 아픈데 My love I always wait for you 널 기다리는 내 모습이 바보 같아 보여도 오 난 함께 나눈 시간 속에 다시 너를 붙잡지 못하고서 또 울 것 같아
54,TETE,같은 꿈,같은 우주 속 끝도 없이 펼쳐진 밤 파도의 노래 물결 위로 흐르는 빛 여긴 어디쯤 일까 이 순간 눈을 감고 난 다시 태어나 너와 같은 꿈을 비춰 흰 구름 가득 피어난 낯선 바다 함께 본 Twilight 그 완벽한 꿈에 담긴 너와 나 선명히 그릴 수 있어 커다란 달이 차올라 부푼 설렘과 푸른빛 하늘과 이 완벽한 밤에 안긴 너와 나 온전히 느낄 수 있어 어쩔 수 없겠지 언젠간 사라질 이 모든 환상들 시간이란 차원의 벽 너와 난 무엇일까 한순간 눈을 맞춰 새롭게 바라본 세계 같은 꿈에 있어 흰 구름 가득 피어난 낯선 바다 함께 본 Twilight 그 완벽한 꿈에 담긴 너와 나 선명히 그릴 수 있어 커다란 달이 차올라 부푼 설렘과 푸른빛 하늘과 이 완벽한 밤에 안긴 너와 나 온전히 느낄 수 있어 우리가 나눈 모든 순간들과 내 눈에 새긴 너의 잔상들이 예쁘게 물든 도시 어느 꿈엔가 본 것만 같은 거리의 풍경으로 가득 모여드는 이 밤 불빛 행렬을 따라 흰 구름 가득 피어난 낯선 바다 함께 본 Twilight 그 완벽한 꿈에 담긴 너와 나 선명히 그릴 수 있어 커다란 달이 차올라 부푼 설렘과 푸른빛 하늘과 이 완벽한 밤에 안긴 너와 나 온전히 느낄 수 있어
55,용대,할래말래 (feat. 우희),나나나 나나나 나나나 나나나 나나나 나나나 나나나나 나나나나 I love U 그래 오늘까지만 막 사랑할 거야 난 너를 소중한 기억으로 남게 돼 이대로라면 oh 둘 사인 나의 곁엔 하나같이 Dangers 너에게만 보내는 내 Mayday 어쩌면 모를 수 있지만 그래도 너에게 너에게 보내고 싶은걸 All I wanna do all I wanna do baby 함께인 것뿐 너와 함께인 것뿐 왠지 모를 좋은 느낌 Something 더 알고 싶어 넌 내가 딱이야 첨부터 한 몸처럼 느껴져 하나 더 날 바라볼 때가 넌 젤 예뻐 보여 그냥 연애할래 말래 이젠 말해 니가 먼저 내게 말해 날 좋아한다고 아니 그냥 날 사랑한다고 말해 뭐해 뭘 더 말해 내 하루는 너로 가득 채워지고 있다고 널 찾고 있다고 내가 먼저 말할까 널 사랑해 나나나 나나나 나나나 나나나 나나나 나나나 나나나나 나나나나 무표정일 때도 넌 예쁜데 다른 사람에겐 웃어 주지 마 Don’t make wanna bad boy 네게 그런 모습은 보이기 싫어 참는 것도 지금 여기까지야 지금 바로 내가 너의 옆이야 어쩌면 모를 수 있지만 그래도 너에게 너에게 듣고는 싶은걸 All I wanna do all I wanna do baby 함께인 것뿐 너와 함께인 것뿐 왠지 모를 좋은 느낌 something 더 알고 싶어 넌 내가 딱이야 첨부터 한 몸처럼 느껴져 하나 더 날 바라볼 때가 넌 제일 예뻐 보여 그냥 연애할래 말래 이젠 말해 니가 먼저 내게 말해 날 좋아한다고 아니 그냥 날 사랑한다고 말해 뭐해 뭘 더 말해 내 하루는 너로 가득 채워지고 있다고 널 찾고 있다고 내가 먼저 말할까 널 사랑해 기다려 달란 말은 하지 않을게 Oh 이것만 알아줘 나도 널 mm 참 좋아해 그냥 연애할래 말래 이젠 말해 니가 먼저 내게 말해 mm 이미 나는 너를 사랑한다고 말해 뭐해 뭘 더 말해 내 하루는 너로 가득 채워지고 있다고 널 찾고 있다고 내가 먼저 말할까 널 사랑해 나나나 나나나 나나나 나나나 나나나 나나나 나나나나 나나나나
56,임승부,everyday you,눈을 뜰 때 하루의 끝에 어김없이 떠올라 그대란 이름 그대로만 내 맘 가득 채워서 아무것도 담을 수 없어 everytime anytime you are 시도 때도 없이 떠올라 보고 있어도 그리운 이 맘 담기엔 너무 커 눈물만 어딜 봐도 그대가 보여 해를 향한 꽃처럼 늘 그대만 향해 그대로만 내 눈 가득 채워서 다른건 다 보이질 않아 everytime anytime you are 시도 때도 없이 떠올라 보고 있어도 그리운 이 맘 담기엔 너무 커 눈물만 everytime any time you are 시도 때도 없이 떠올라 보고 있어도 그리운 이 맘 담기엔 너무 커 눈물만 오늘도 난 그대만 불러
57,욱상,나의 오른쪽은 당신의 왼쪽 (Vocal 우정훈),머리부터 발끝까지 네가 행복했음 좋겠어 그런데 못해 나는 부족해 넌 두려워서 내게 다가오지 못해 너는 내 생각과는 많이 달라 소리가 나지만 그건 울음 소리 너무 벅차 어지러워 난 언제쯤 나를 버릴 수 있을까 그대 다 말했는데 전부 당신이 하고 싶은 말 내게 다 말했죠 난 들을 준비가 안됐었죠 시간이 지나고 모든 감정이 사라질때쯤 깨달은 내가 너무 한심하죠 미안해요 내가 만들어낸 새장속에 굳게 가둬 둔 너의 날개 너무 좁아 너무 추워 그 어떤 걸로 날게 할 수 있는지 따뜻한 커피와 메모장 그 속에 적혀진 나의 진심 넌 소중해 내 전부야 그 쉬운말이 내겐 어려웠을까 그대 다 말했는데 전부 당신이 하고 싶은 말 내게 다 말했죠 난 들을 준비가 안됐었죠 시간이 지나고 모든 감정이 사라질때쯤 깨달은 내가 너무 한심하죠 그대 다 말했는데 전부 당신이 하고 싶은 말 내게 다 말했죠 난 들을 준비가 안됐었죠 시간이 지나고 모든 감정이 사라질때쯤 깨달은 내가 너무 한심하죠 미안해요 내 오른쪽은 그대 내 오른쪽은 그대의 왼쪽 우리는 다르죠 알아봐요 같은 곳에서요 마주 잡은 손을 더 꽉잡아요 서로가 다른 곳에 있어도 우린 함께에요 영원히
58,효정 (오마이걸),오늘도 어제처럼,어제 보다 그대를 사랑하죠 단지 그대만 모르고 있죠 또 내일이면 오늘보다 더 많이 그대를 사랑하게 되죠 사랑하면 할수록 더 아파오는 나 그대는 모르고 있네요 그대를 사랑하면 할수록 하루가 일 년이 아파진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼 사랑하면 할수록 더 슬퍼지는 나 그대는 모르고 있네요 그대를 사랑하면 할수록 하루가 일 년이 아파진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼 이런 나날들이 더 얼마나 흘러야 알게 될까요 내가 그댈 사랑한 게 모두 내 잘못이라서 그댄 모른척하나요 그대를 사랑하면 할수록 이렇게 내 맘이 찢겨진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼
59,안예슬,마지막으로 한번만,우리 참 좋았었는데 참 행복했는데 어쩌면 나 혼자 착각이었을까 난 그대만 바라보는데 엇갈린 우리 시선은 왜 좀처럼 좁혀지질 않아 마지막으로 한번만 안아줄래요 마지막으로 한번만 입맞춤해요 언제라도 그대를 기억할 수 있게 지워지지 않게 우리 참 사랑했는데 행복했었는데 어쩌면 나 혼자 욕심이었을까 난 그대만 바라보는데 엇갈린 우리 시선은 왜 좀처럼 좁혀지질 않아 마지막으로 한번만 안아줄래요 마지막으로 한번만 입맞춤해요 언제라도 그대를 기억할 수 있게 지워지지 않게 사랑이 서툴러 힘들게 했나봐 늘 한발 느린 사랑에 아팠을 너인데 마지막으로 한번만 안아줄래요 마지막으로 한번만 입맞춤해요 언제라도 그대를 기억할 수 있게 지워지지 않게 마지막으로 한번만 안아줄래요 마지막으로 한번만 입맞춤해요 언제라도 그대를 기억할 수 있게 지워지지 않게
60,박차오름,Time After Time,From the star in my heart falling into night oh oh oh oh 또 다시 스미는 Alone From the moon in my mind falling in my dream 포근한 달빛과 alone alone 별들이 빛나고 사라지는 한숨 희미한 목소리 내 안에 울리면 Going higher you can fly away 날 일으킨 소릴 따라가 Going higher you can fly away 그 소리는 날개가 되어 Time after time follow sweet my voice Time after time waiting for myself Trust yourself in your life woo From the moon in my mind falling in my dream 포근한 달빛과 alone alone 어둠이 걷히고 사라지는 한숨 희미한 목소리 내 안에 울리면 Going higher you can fly away 날 일으킨 소릴 따라가 Going higher you can fly away 그 소리는 날개가 되어 Time after time follow sweet my voice Time after time waiting for myself Time after time follow sweet my voice Time after time waiting for myself Trust yourself in your life
61,소욘,헤어짐은 아파,아 아무말 하지 말아줘요 지난 사랑 다시 하는 동안 울기만 해 아 아야 아야 아파서 진짜 러브스토리 얘길 하지 않아 다들 잘 몰라 이별이 아파도 이별을 말하네 사랑이 변해도 사랑을 말하지 헤어짐은 아파 마음이 마음이 마음이 너무 아파 아파 유후후후 유후후후 그래도 난 모르겠어요 어제도 괜찮은 척 나 나 나 그 맘이 맘이 맘이 변할 줄 이별이 아파도 이별을 말하네 사랑이 변해도 사랑을 말하지 헤어짐은 아파 마음이 마음이 마음이 너무 아파 아파 유후후후 유후후후 아파 예예 그래도 난 모르겠어요 어제도 괜찮은 척 나 나 나 맘이 맘이 맘이 너무 아파
62,신진주,사랑의 끝은 항상 아프죠,사랑의 끝은 항상 아프죠 모진 이별의 그늘 속 소란스러운 나의 마음속에 그대 어떡해야 하죠 심장이 뛰네요 그대 찾아내라고 내 몸을 두드려 이별인 걸 믿지 않죠 부르고 부른다면 돌아올까 봐 하염없이 또 그댈 찾아요 돌아보면 그 자리 그대 있을까 여기서 한 걸음도 못 가요 만질 수 없었던 그댄 바람 같아요 손끝에 스쳐 간 강렬했던 그대예요 부르고 부른다면 돌아올까 봐 하염없이 또 그댈 찾아요 돌아보면 그 자리 그대 있을까 여기서 한 걸음도 못 가요 따스히 비친 해와 같아서 그대 없으면 점점 시들어가 부르고 부른다면 돌아올까 봐 하염없이 또 그댈 찾아요 돌아보면 그 자리 그대 있을까 여기서 한 걸음도 못 가요 어떡해야 하나요 모르겠어요 아무 생각도 나질 않아요 나 오늘도 불러보죠
63,견우 (Kyunwoo),니가 떠난 그날부터,수줍은 첫 만남 나를 보며 웃었던 그 날의 기억 오늘따라 내겐 또렷하게 처음 고백 했을때 떨리던 날 바라본 그대 눈빛은 사랑스러운 답장이었죠 함께라서 세상 모든게 아름다워 어떤 것도 해낼 수 있다 다짐했는데 그런 우린 어디로 네가 떠난 그날부터 매일 죽어가 네가 남긴 흔적들만 품에 안고서 이렇게 돼 버린 나를 보면 어떨까 아직까지 아직까지 난 놓지 못했어 너를 단 한순간도 행복할땐 너무 빨랐던 시간들이 지금 내가 쓰러져가는 이유가 될까 그런 우릴 그린다 네가 떠난 그날부터 매일 죽어가 네가 남긴 흔적들만 품에 안고서 이렇게 돼 버린 나를 보면 어떨까 아직까진 아직까진 난 놓지 못했어 너를 단 한순간도 후회하고 있다고 이렇게 돼 버린걸 그날부터 난 벗어나지 못해 사랑했어 사랑했어 그 말을 좀 더 해줄껄 너를 만나서 정말 행복했어 나도 따라 떠나갈게 너의 곁으로 우리 모든 추억들을 영원으로 가 이제 다신 이별없는 사랑만 하자 보고싶어 보고싶어 난 지금 당장도 너를 기다려줄래
