,가수,노래 제목,노래 가사
97,픽보이 (Peakboy),She is,숨겨왔던 나의 수줍은 마음 모두 네게 줄게 차가운 나를 움직이는 너의 미소 처음엔 알 수 없던 너만의 향기가 느껴져 시간이 흐를수록 나는 변하고 변하네 오 내 세상 가득 빛은 내리고 She is the girl She is the one 모든 건 너로 인해 변해 숨겨왔던 나의 수줍은 마음 모두 네게 줄게 차가운 나를 움직이는 너의 미소 처음엔 알 수 없던 너만의 향기가 느껴져 세상은 니가 있어 변해 Let it change 닫혀 있던 나의 어두운 마음 모두 네게 열게 지독한 내게 의미를 준 너의 사랑 숨겨왔던 나의 수줍은 마음 모두 네게 줄게 차가운 나를 움직이는 너의 미소
98,로시 (Rothy),나비효과,내일 일을 지금 알 수 있다면 후회 없는 내가 될 수 있을까 내가 지금 알고 있는 모든 걸 널 보낸 그때도 알았었더라면 리모콘을 들고 TV를 보다 드라마가 슬퍼 끄고 말았어 아무것도 없는 화면을 보다 사랑도 이렇게 꺼진걸 알았어 난 살아있고 싶어서 너와 함께 있고 싶어서 너무 많은 나를 버리고 왔다 난 이제 내가 없다고 니가 다 가졌다고 화를 내고 싶지만 니가 없다 바보같은 사랑을 했지 하지만 사랑은 바보같은 것 전부를 주고도 항상 미안해하고 매일 아쉬워하며 마지막엔 결국 혼자 남는 일 내가 지금 알고 있는 것 너를 보낸 후에 알게 됐던 것 널 보내기 전에 모두 알았더라면 미리 알았더라면 우리 지금 혹시 차 한잔을 같이 했을까 난 사랑하고 싶어서 정말 함께 있고 싶어서 너무 많은 나를 버리고 왔다 난 이제 내가 없다고 니가 다 가졌다고 화를 내고 싶지만 니가 없다 바보같은 사랑을 했지 하지만 사랑은 바보같은 것 전부를 주고도 항상 미안해하고 매일 아쉬워하며 마지막엔 결국 혼자 남는 일 내가 지금 알고 있는 것 너를 보낸 후에 알게 됐던 것 널 보내기 전에 모두 알았더라면 미리 알았더라면 우리 지금 혹시 차 한잔을 같이 했을까
99,크래커 (CRACKER),유성,흐르는 나의 하루에 너 하나 떨어졌는데 세상은 우주가 되고 내 맘은 밝게 빛나네 이제는 나의 하늘에 별 하나가 없어도 돼 네가 왔는데 네가 옆에 있는데 여기 수많은 밤과 수많은 별들 그 속에 있던 우주를 건너 나의 마음을 비춰주던 별 온종일 너와 같이 있을 때 어두운 나는 사라지게 될까 다 뭐 아무래도 좋아 넌 그대로만 있어줘 빛을 잃지 않게 지켜줄게 흐르는 나의 하루에 너 하나 떨어졌는데 세상은 우주가 되고 내 맘은 밝게 빛나네 이제는 나의 하늘에 별 하나가 없어도 돼 네가 왔는데 네가 옆에 있는데 여기 별의 길을 따라서 걷다가 보면 그 끝엔 너야 어두운 하늘에 별을 이어 볼 때 도 네가 되는 밤 온종일 너와 같이 있을 때 차가운 나는 사라지게 될까 다 난 아무래도 좋아 넌 그대로만 있어줘 빛을 잃지 않게 지켜줄게 흐르는 나의 하루에 너 하나 떨어졌는데 세상은 우주가 되고 내 맘은 밝게 빛나네 이제는 나의 하늘에 별 하나가 없어도 돼 네가 왔는데 네가 옆에 있는데 여기
100,"적재, 혁(HYUK)",동백꽃,겨울의 한가운데 잠시 몸을 녹이는 내겐 그런 곳 온통 너로 물든 채 잠시 머물 수 있는 내겐 그런 너 아주 작은 바램이라면 마치 영화 속 얘기처럼 우리 잡은 손 놓지 말길 시간을 돌려 오늘이 내게 다시 주어진대도 It’s you baby it’s you 시간이 흘러 오늘이 내게 마지막이라 해도 It’s you always it’s you 평범했던 너와의 하루 그렇게 하나둘씩 점점 추억으로 남아 다시는 오지 않을 그 모든 일상이 지금 이 순간을 더 소중하게 만들어줘 시간을 돌려 오늘이 내게 다시 주어진대도 It’s you baby it’s you 시간이 흘러 오늘이 내게 마지막이라 해도 더 사랑받고 행복해야 할 너라서 It’s you always it’s you 부족하고 서툰 나라서 미안해 그 누구보다 그 무엇보다 언제나 내 마음은 It’s you always been you 그대와 나 같은 하늘 아래서 다시 만나 함께할 수 있다면 그땐 내가 널 찾아갈게 더 사랑할게 I love you more than anyone else
101,장나라,눈물에 얼굴을 묻는다,눈물에 얼굴을 묻을때 니가 날 버렸을때 서러운 눈물을 삼키며 나도 나를 버렸지  언제부터 넌 나를 버리려 준비를 했을까 미리 얘길 했었다면 조금 더 쉽게 보내줄 수 있었는데  정말 난 니가 필요하다 얘기했지만 너는 아니었나봐 눈물도 없이 쉽게도 넌 나를 버렸었지 난 울게됐지  달빛에 부서진 추억도 날 버린 네 이름도 모두 다 지울 순 없겠지 내가 나를 지울께  모르겠어 급하게 나를 버렸던 이유를 미리 얘길 했었다면 내가 날 바꿔보려 노력했을텐데  그때 난 나를 버려가며 매달렸는데 정말 아니였었니 미련도 없이 차갑게 넌 날 떠났었지 난 울게됐지  달빛에 부서진 추억도 날 버린 네 이름도 모두 다 지울 순 없겠지 내가 나를 지울께  눈물에 얼굴을 묻을때 니가 날 버렸을때 서러운 눈물을 삼키며 나도 나를 버렸지 -
102,모던 쥬스,사랑을 시작해도 되겠습니까,눈부신 태양을 한참동안 바라보다 눈을 감으면 아른거리는 오렌지빛 잔향처럼 어떡해 내 눈 안에 니가 들어와버린거야 눈을 감아도 환하게 웃던 니 모습이 남아 있는걸 혹시라도 느껴지니 온 몸에 따뜻한 온기를 꼭 터질 것 같은 가슴을 넌 느낄수 있겠니 조그맣게 들리니 뜨거운 내 심장이 뭘 말하고 싶나봐 사랑이 올 것 같다고 좋은 일만 생길 것 같아 수줍은 내 입술이 뭘 말하고 싶나봐 고백을 해도 되겠니 I wanna fall in love - 간 주 중 - 널 보는 내 모든 게 하나 둘 씩 달라진거야 입가엔 항상 미소 가득한 웃음만이 남아 있을뿐 눈이 먼 사람 처럼 아무것도 보이지 않는 건 아마도 너라는 태양에 난 눈이 멀었나봐 조그맣게 들리니 뜨거운 내 심장이 뭘 말하고 싶나봐 사랑이 올 것 같다고 좋은 일만 생길 것 같아 수줍은 내 입술이 뭘 말하고 싶나봐 고백을 해도 되겠니 I wanna fall in love 저버린 내 맘을 빼앗겨 버린 맘을 다 너에게 주어도 아깝진 않을 것 같아 오랫동안 감춰두었던 아껴둔 내사랑을 다 모두 다 꺼낼게 그리고 고백을 할께 널 사랑한다고
103,백아연,말해줘,잊으려 잊어보려 해도 잊을 수 없어 가슴속 깊이 네게 말하고 싶던 아픈 그 말을 남겨두고 믿으려 믿어보려 해도 믿을 수 없어 돌아서서 울먹이던 내 모습 나 들키고 싶지 않았어 사랑한다고 말해줘 난 니가 보고 싶다고 말해줘 이렇게 혼자 아파하며 울먹이는 날 보면서 너는 아무 말도 못했잖아 사랑했다고 말해줘 널 정말 보고 싶었다고 말해 내게 날 떠나지마 이렇게 떠나지마 거짓말이라도 해줘 지우려 지워보려 해도 지울 수 없어 달려가서 안기고픈 내 마음 난 숨기고 싶지 않았어 사랑한다고 말해줘 난 니가 보고싶다고 말해줘 이렇게 혼자 아파하며 울먹이는 날 보면서 너는 아무 말도 못했잖아 사랑한다고 말해줘 난 너만 사랑한다고 말해줘 아직도 혼자 아파하며 울먹이는 날 보면서 너는 아무 말도 못했잖아 사랑했다고 말해줘 널 정말 보고 싶었다고 말해 내게 날 떠나지마 이렇게 떠나지마 거짓말이라도 해줘 사랑한다 말해줘
104,성시경,방랑자,철로 위로 흩어지는 이름 모를 꽃잎 저 멀리 지평선에 노을이 달을 부르고 굴뚝 위로 서성이는 연기 저녁을 짓는 엄마의 손길 차창으로 스며 들어 내 맘을 안아줘  내 모든 지나온 나날들이 낯선 이름처럼 저 멀리 떠나고 새로운 하늘이 내게 펼쳐져 별들을 담아놓은 밤의 호수 곁을 지나 정처 없는 날 데려가  끝도 없이 타오르던 그 번뇌의 불꽃 더 높이 오르고만 싶던 부질없는 꿈 사람 속에 사람 없던 날들 닿을 곳 없는 도시의 표류 차창 너머 바람결에 홀연히 사라져 모두  내 모든 지나온 나날들이 낯선 이름처럼 저 멀리 떠나고 새로운 하늘이 내게 펼쳐져 별들을 걸어놓은 숲의 실루엣 곁을 지나 정처 없는 날 데려가 멀리  먼동이 터 오면 긴 어둠이 걷히면 움츠린 밤을 지워줄 따뜻한 커피 한잔할 거야  아직 남아있는 너의 이름 낯선 능선 위에 조용히 드리워져 난 일그러진 저 밤하늘을 봐 아이들이 잠든 작은 마을 곁을 지나 정처 없는 날 데려가 날 멀리 데려가 어디라도 난 너를 데려가 곁에 난 널 난 널 난 널
105,토이,바램,그렇게도 소중했던 너의 얼굴은 기억조차 나질 않아 우리 헤어졌던 그 거리에 풍경들만이 내 마음속에 남아 있어 그것 조차도 잊을까 난 두려워져 너를 떠올려 줄 내 마지막 기억을 영원히 너를 그리고 아파하며 날 살게 해달라고 기도 드렸지 나 버림 받았던 그 날밤 끝없이 흐느끼면서 용서해 내 헛된 바램 하지만 그토록 내게 절실한 사람 너였어 이런 나를 조금만 이해해  무너지는 나를 보며 한 친구 내게 위로하며 해주던 말 곧 잊혀질꺼야 시간이 흐를 수록 영원히 너를 그리고 아파하며 날 살게 해달라고 기도 드렸지 나 버림 받았던 그 날밤 끝없이 흐느끼면서 용서해 내 헛된 바램 하지만 그토록 내게 절실한 사람 너였어 이런 나를 조금만 이해해 숨어서 널 지켜볼께 너에게 부담 된다면 영원히 기억속에 널 간직 할 수 있도록 도와줘 마지막 바램일거야
106,"오석준, 장필순, 박정운",내일이 찾아오면,푸른바다 저 멀리서 나를 부르는 파도처럼 밀려오는 너의 모습이 메마른 나의 마음 속에 살며시 다가오면 잃어버린 시간속에 나의 꿈들이 하나둘씩 기억속에 되살아나고 새로운 부푼 희망 속에 가슴은 설레이네 행복이란 멀게만 느껴지지만 우리 마음속에 있는걸 언젠가는 너에게 말해줄거야 내일이 찾아오면 너의 고운 두손 가득히 나의 꿈을 담아주고서 이대로의 너의 모습을 사랑하고 있다고 저기 멀리 보일것같은 우리만의 희망 찾아서 사랑스런 너의 꿈속에 언제나 달려가리 내 가슴에 불어오는 모래바람에 이름 모를 물새들의 날개짓 소리 눈부신 여름 바닷가에 아침이 밝아오네 그림자만 남아있는 모습들 위로 먼 하늘에 달빛하나 걸려갈때면 노을 진 바다 가운데선 마음은 꿈을 꾸네 사랑이란 낯설게 느껴지지만 마주 보는 눈속에있어 언젠가는 너에게 말해줄꺼야 내일이 찾아오면 너의 고운 두손 가득히 나의 꿈을 담아주고서 이대로의 너의 모습을 사랑하고 있다고 저기 멀리 보일것같은 우리만의 희망 찾아서 사랑스런 너의 꿈속에 언제나 달려가리
107,김동률,내 마음은,뜨겁지 않은 사람이 됐어 웬만하면 고개가 절로 끄덕여졌어 예전처럼 조그만 일에 화내지 않고 조금씩 무던해졌어 혼자 있는 게 편하게 됐어 사람들과 부대끼는 게 피곤해졌어 이러다 나 다시는 사랑할 수 없을까 걱정되다 체념하다 또 너를 생각해 내 마음은 언제나 그 자리 내 마음은 아직도 네 곁에 가져갔는지 내가 두고 온 건지 그냥 멀어진 건지 어느새 나 욕심이 덜한 사람이 됐어 약속 없는 멍한 시간에 익숙해졌어 이러다 또 갑자기 다시 사랑이 오면 어떡하지 지금은 나 줄 게 없는데 내 마음은 언제나 그 자리 내 마음은 아직도 네 곁에 되돌려 받을 생각조차 못해서 텅 빈 그대로 이렇게 내 마음은 내 마음은 그대로 멈춰서 너를 부르고 자꾸 다 들춰내고 살아있다 말하고 내 마음은 언제나 그 자리 내 마음은 아직도 네 곁에 되돌아오는 길을 잃어버린 채 다른 시간을 사는 내 마음은
108,비투비,감기,나는 너를 사랑하면 안 되는 거니 나도 내 맘 어쩔 수 없는 거잖아 너 때문에 많이 울고 웃으면서 그래도 참 행복했었는데 일년이면 되니 돌아올 수 있니 기다리란 말도 하지 않는 거니 아파서 너무 아파서 숨을 쉴 수가 없어서 말 못하는 나를 이해해 줘 그래줄게 지우려고 준비해볼게 잊어줄게 잊으려 노력해볼게 왜 안 되니 널 지우려 애써봐도 기다리면 올 것만 같은데 일년이면 되니 일년이면 돌아올 수 있니 돌아와줘 기다리란 말도 하지 않는 거니 않는 거니 아파서 너무 아파서 숨을 쉴 수가 없어서 말 못하는 나를 이해해줘 돌아와줘 일년이면 일년이면 되니 돌아와줘 돌아올 수 있니 말 못하는 나 시간이 지나면 나아야 하잖아 나아야 하잖아 단 하루라도 잊혀져야 하잖아 잊혀져야 하잖아 아파서 너무 아파서 숨을 쉴 수가 없어서 말 못하는 나를 이해해줘
109,스트레이 (The Stray),"너, 너 (Piano Ver.)",하루 종일 집에 누워서 전화기만 보고 있잖아 내 머릿속은 네 생각들로만 짜여져 있어 날 찾지 않아도 좋아하지 않아도 이제는 느낄 수 있어 바라보지 않아도 다른 사람에게 마음을 줘도 이제는 견딜 수 있어 어두운 방안에서 혼자 있는 나 그리고 하 네가 불러주지 않아도 난 괜찮아 난 괜찮아 이 방안에서 너와 함께한 추억들 자꾸만 생각이 나서 마음이 힘들어 다 알고 있어 끝이라는걸 날 찾지 않아도 좋아하지 않아도 이제는 느낄 수 있어 바라보지 않아도 다른 사람에게 마음을 줘도 이제는 견딜 수 있어 어두운 방안에서 혼자 있는 나 그리고 하 네가 불러주지 않아도 난 괜찮아 난 괜찮아 언젠가는 다시 돌아와주길 와주길 언젠가는 꼭 다시 볼 수 있기를 볼 수 있기를 어두운 방안에서 혼자 있는 나 그리고 하 네가 불러주지 않아도 난 괜찮아 난 괜찮아 어두운 방안에서 혼자 있는 나 그리고 하 네가 불러주지 않아도 난 괜찮아 난 괜찮아
110,이병찬,첫눈,내 마음을 한번만 만져줘요 온종일 이렇게 서늘해요 겨울 보다 차가운 하늘 그 아래 내가 서 있으니 눈물도 얼어버릴 듯 해  조용히 한번만 불러줘요 수없이 말하던 내 이름을 영원을 거슬러 하루를 아니 일분을 보게 돼도 그럴 수 있다면 견뎌낼게  그 기다림 끝에 그대가 서 있어주길  내겐 그림 같았던 그대와 기억 아주 오래 기다렸던 선물 같은 하루  긴 시간을 건너서 네게 닿을게 내 마음에 첫눈이던 그대  넌 언제나 내겐 아득하다  그대와의 시간 그 하루가 내겐 왜 이렇게 아픈가요 너의 옆에 내가 서 있고 서로 웃을 수 있는 하루 그릴 수 없어서 눈물나죠  이게 꿈이라면 내 마음을 전해줄 텐데  내겐 그림 같았던 그대와 기억 아주오래 기다렸던 선물 같은 하루  긴 시간을 건너서 네게 닿을게 내 마음에 첫 눈 이던 그대  함께 울고 많이 웃던 우리 아름답고 찬란하게 빛나던 시간 되돌린다  내겐 하루 같았던 너와의 기억 가슴 뛰게 아름다웠던 너와의 시간  그대 입술에 이젠 인사를 하죠 그대 눈에 그대의 숨결에  부서지게 그대를 안는다  조용히 한번만 들어봐요 나직이 울리는 내 마음을
