,제목,가수,가사
909,너의 하루는 어때?,앤씨아,"툭툭 지나가던 내 걸음이
또또 멀게만 느껴지는 하루에요 난
점점 마음이 겁이 나서
이제 버틸 수가 없죠
혼자인 게 두려워요 난
너의 하루는 어때
난 잘 못 지내는 것 같아
하루하루가 힘들어
꿈은 어디에 있는지
나의 하루는 그래
서툰 날이지만
이 노래가 나의 위로가 되길
빛나길 원해
뚝뚝 내리는 내 눈물이
또또 멈추질 않아요 나 힘들어요 난
점점 마음이 멀어져도
이제 버릴 수가 없죠
혼자인 게 힘들어요 난
너의 하루는 어때
난 잘 못 지내는 것 같아
하루하루가 힘들어
꿈은 어디에 있는지
나의 하루는 그래
서툰 날이지만
이 노래가 나의 위로가 되길
불안하기만 했던 내 감정도
밤하늘의 별이 되어 더욱 밝게 빛나길
너의 하루는 어때
난 잘 못 지내는 것 같아
하루하루가 힘들어
꿈은 어디에 있는지
하루도 수고했죠
서툰 날이지만
이 노래가 나의 위로가 되길
빛나길 원해"
910,사랑한다는 말로는,숀 (SHAUN),"나를 바라볼 땐 살짝 웃는
익숙해 질 수 없는 그런 설렘
아무렇지도 않은 내 일상 속에
스며들어 날 살아가게 한 사람
같이 걷는 걸로도
같이 있는 걸로도
매 순간이 너무 벅차올라
같이 손을 잡고선
같이 눈을 맞출 땐
너를 사랑한단 말 밖엔
난 사실 사랑한단 말론 부족해
이런 말은 너무 다들 하잖아
너에게 사랑한단 말을 하지만
내 마음을 다 담진 못한다고
너를 만난 후부턴
자꾸 웃음이 많아
주변 사람들은 변했다 해
아까 헤어졌는데
벌써 보고 싶잖아
우리 사랑은 좀 특별해
난 사실 사랑한단 말론 부족해
이런 말은 너무 다들 하잖아
너에게 사랑한단 말을 하지만
내 마음을 다 담진 못한다고
저 멀리서 나를 보고 웃는
널 보며 너무 행복해서
괜시리 두 눈가에
눈물이 날까 니가 모르게 감췄어
난 사실 사랑한단 말론 부족해
이런 말은 너무 다들 하잖아
너에게 사랑한단 말을 하지만
내 마음을 다 담진 못한다고
그래도 사랑한다 정말 사랑해
이세상에서 널 가장 사랑해
너에게 사랑한단 말로 못 담은
내 마음을 진심으로 다 줄게
아이처럼 항상 웃게 해 줄게"
911,기억을 걷다보면,디셈버,"하얗게 물든 하늘은
너를 닮았던 것 같아
기억 속을 걸어가다 보면
가슴 아파했던 이유가
손이 저려왔던 이유가
모두 다 너였었나봐
기억을 걷다 보면
내 사랑이 전부 너였어
소리쳐서 부르면
돌아봐줄 것만 같아서
이렇게 불러본다 제발
다시 나에게 돌아와
난 아직도 그 기억에 살아
흐르는 눈물은 알아
얼마나 사랑했는지
내가 널 얼마나 보고파 했는지
내가 사랑했던 사람도
내겐 눈물 나던 사람도
모두 다 너였었나봐
기억을 걷다 보면
내 사랑이 전부 너였어
소리쳐서 부르면
돌아봐줄 것만 같아서
이렇게 불러본다 제발
다시 나에게 돌아와
난 아직도 그 기억에 살아
기억을 따라 걷다 보면
눈물이 흘러
니가 보고 싶어서
볼 수가 없어서
또 너를 찾아 거리를 헤매다
너의 생각에
주저 앉아 울고야 말았어
기억을 걷다 보면
내 사랑이 전부 너였어
기억을 걷다 보면
기억을 걷다 보면
기억을 하다 보면
너도 행복 했을거야
시간이 더 지나면
너도 내 생각이 날거야
나마저 널 떠나면 그땐
정말 이별이 될까봐
난 아직도 너 때문에 살아"
912,사랑이 끝내 남아서,젬스톤,"이해할게 차가운 그 말
돌아서는 너의 모습까지도
가슴속에 담아둔 말
못 꺼내고 뒷모습만 바라봤지
알아 나보다 괜찮은 사람 생긴거
나만 몰랐었나봐 모른척 했었나봐
애써 부정하고 외면했던 내 모습에
바보같이 눈물만
사랑이 끝내 남아서
이별이 끝내 싫어서
한순간 한순간 소중했던 기억이
내 맘에 남아서
너무 아쉬워서 더 잘 할 수 있는데
내 옆에 이젠 네가 없잖아
알아 나보다 괜찮은 사람 생긴 거
되돌릴 수 없나봐 놓아줘야 하나봐
우리가 꿈꾸고 기대했던 시간이
이대로 멈춰지나봐
사랑이 끝내 남아서
이별이 끝내 싫어서
한순간 한순간 소중했던 기억이
내 맘에 남아서
너무 아쉬워서 더 잘 할 수 있는데
내 옆에 이젠 네가 없잖아
차라리 널 몰랐던
그 때로 돌아 갈 수 있다면
이 사랑이 사랑이 끝내 남아서
사랑이 끝내 남아서
이별이 끝내 싫어서
한순간 한순간 소중했던 기억이
내 맘에 남아서
너무 아쉬워서 더 잘할 수 있는데
내 옆에 이젠 네가 없잖아
밝게 웃는 네 모습 참 예뻤어"
913,니 눈 니 코 니 입술 (Feat. 79),2BIC(투빅),"baby you are my lady
I`m so lonely you make me feeling
you are my lady I`m so lonely
you make me feeling
tell me my baby
처음 너를 봤을 때부터 난
baby 자꾸만 설레었어
가슴이 널 바라봤어 두 눈이
머리부터 발 끝까지 너는
love it
화려하지 않아도 아름다운
너의 미소
너의 눈 코 예쁜 너의 입술
사랑스런 너인걸
you know what
바람결에 날리던 머리결
니가 좋아
maybe I love you baby you
너인걸 너 뿐인걸
사랑해 널 lady
너 없인 you
하루도 1분도 1초도 난 안 돼
너를 처음 봤을 때 부터 난
사진을 찍듯이 내 눈에
찰칵 담아놓은 순간
너는 나를 자꾸 바라바라봐
넌 다가다가와
교회를 다니고 술도 안 마시고
담배도 안 피고
넌 정말 나의 천사
네게 말했지 난 너의 신사
너만의 기사
24시간을 통화해도 call me
언제 넌 하늘에서 왔는지
날갠 어디 숨겼는지
오늘밤도 잠 못 이뤄 나는
don`t sleep
문잘 썼다 지웠다 너에 대한
나의 고백
너의 눈 코 예쁜 너의 입술
눈을 뗄 수 없는 걸
you know what
바람결에 날리던 머리결
눈이 부셔
maybe I love you baby you
너인걸 너 뿐인걸
사랑해 널 lady 너 없인 you
하루도 1분도 1초도 난 안 돼
내가 눈에 차지 않아도
조금만 조금 더 시간을 줘
oh lady
너를 정말 사랑하니까
그것만 믿고 날 기다려 줘
I love you
maybe I love you baby you
너만 바라보는 바보가 될래
without you lady 너 없인 you
하루도 1분도 1초도 난 안 돼
너의 두 눈 너의 그 입술
너의 눈썹 너의 그 손가락
하나라도 예쁘지 않은 곳이 없어
니가 없인 살수가 없어
사랑은 정말 얄궂은 놈인가요
너는 아직 나를 몰라요
널 사랑하는 걸"
914,조금만 사랑했다면,오현란,"날 이해할 순 없겠지
이런 내모습 미안해
이룰 수 없는 우리 사랑을 알아
아프도록 눈물로
날 달래어 보지만
오히려 지쳐갈 뿐
조금만 사랑했다면
우린 행복했을텐데
너무 어려운 사랑을 했었나봐
사랑했던 기억에
많이 힘들겠지만
이제는 보내야 해
널 떠나야 하겠지
이것밖에 해줄수 없는데
소중한 기억만으로
난 살아갈 수 있는걸
함께 했던 시간이
행복할 수 있었던 건
고단했지만 그대
내게 있었으니
제발 나를 잊고 행복해 줘
견딜수 있도록 영원히
널 사랑해
차라리 편히 울어줘
너무 애쓰려 하지마
젖은 목소리 오늘도 힘들었니
괜찮은듯 웃지만
참고 있던 눈물이
촉촉히 느껴질 뿐
조금만 사랑했다면
우린 행복했을 텐데
바랄 수 없는 사랑을 했었나봐
너무나도 간절히
너를 원했었지만
이제는 잊어야 해
널 떠나야 하겠지
이것밖에 해줄수 없는데
소중한 기억만으로
난 살아갈 수 있는걸
함께 했던 시간이
행복할 수 있었던 건
고단했지만 그대
내게 있었으니
제발 나를 잊고 행복해 줘
견딜수 있도록
영원히 널 사랑해
제발 날 잊어줘 영원히"
915,My Love,다비치,"어쩌면 운명이겠지
그대의 얼굴이 떠오를 때 마다
가슴 툭툭 떨려오는 맘
이미 정해진 그대가 아닐까
My Love
보일까요 나를 가득 채운
이 사랑이 보이나요
사랑해 사랑해 그대
My Love
들릴까요 너로 인해 웃고
조용히 뛰는 내 마음
매일 그대와
오늘도 그대만 떠올리다
이렇게 또 하루가 흘러가나 봐
눈물 뚝뚝 떨어지는데 미소 짓네요
바보 같은 사랑
My Love
보일까요 나를 가득 채운
이 사랑이 보이나요
사랑해 사랑해 그대
My Love
들릴까요 너로 인해 웃고
조용히 뛰는 내 마음
매일 그대와
내게로 다가오는
그대 걸음이 멈추지 않기를
저 하늘에 그대 그대 모습
떠올리면 이 순간
사랑해 사랑해 그대
My Love
눈부시게 그대 그대 눈빛
내 맘을 밝히고 있죠
매일 그대와
사랑해"
916,꽃길을 걸어요,임창정,"솔직히 첫눈에 반한 건진 모르겠어요 그댄 어땠었나요
자꾸만 생각이 나고 생각나면 너무 보고 싶고 한 번도 느껴본 적이 없던 이 설렘
뻔하고 단순했던 내 미래가 그댈 만나고 살아 움직이네요
뭐든지 할 수 있을 거란 용기 조금 더 멋지게 살고 싶은 욕심까지 난 변했죠
그대를 만나 사랑이라는 것을 처음 알았어요 애써 믿으려 말아요
나를 따라오란 말은 하지 않을 거에요
My love(내사랑) 영원히 둘이 같이 가자 말할래요 더 기다리긴 싫어요
God bless you I pray for you(신의 가호가 있기를 나는 널 위해 기도한다) 그댄 나와 꽃길을 걸어요
혼자서도 그럭저럭 잘 살아왔죠 운명이란 건 사치라고 여기며
그대를 만나서야 매 순간이 의미 있다는 걸 느낄 수가 있었어요 그대 덕이죠
내 인생을 바꿔논 Love you(사랑해) 사랑이라는 것을 처음 알았어요 애써 믿으려 말아요
나를 따라오란 말은 하지 않을 거에요
My love(내사랑) 영원히 둘이 같이 가자 말할래요 더 기다리긴 싫어요
God bless you I pray for you(신의 가호가 있기를 나는 널 위해 기도한다) 그댄 나와 꽃길을 걸어요
살다 보면 힘든 일들도 어쩔 수 없는 다툼 오해들도 있겠죠
허나 내가 먼저 손 내밀고 진심으로 대할 게요 아무 걱정 하지 말아요
그대를 만나 사랑이라는 것을 처음 알았어요 애써 의심치 말아요
나만 믿어 달란 말은 하지 않을 거에요
My love(내사랑) 영원히 둘이 함께하자 말할래요 더 주저하긴 싫어요
God bless you I pray for you(신의 가호가 있기를 나는 널 위해 기도한다)그댄 나와 평생을 걸어요"
917,그립고... 그리운...,박효신,"난 눈을 감아 널 생각해
눈부셨던 기억이
햇살에 비춰 따뜻한데
바람 곁에서 옷자락 날리면
손 붙잡고 걸었던 길도
여전히 난 그리워
유난히 맑았던 하늘
날 웃게 한 너의 마음
그 날을 기억해
사랑했는데 우리 둘이
왜 지난 얘기가 된 건지
유난히 밝았던 표정
날 위해 준비한 고백들
너무 고마웠어
이제 다시는 들을 수 없는
그리운 너 너의 마음을
아침이 오면 또 어제보다 더
아득해진 네 모습
애써 그려 보는데
유난히 흐렸던 하늘
날 떠나던 너의 걸음
날 떠나지 말라고
잡고 싶었는데
하지 못한 게 후회가 돼
다시 올 거라 믿었는데
유난히 어둡던 표정
날 위해서란 그 얘기
너무 미안했어
나를 두고서 가지 말라고
널 안고 꼭 말해 줄 걸
다시 날 사랑해줄 그때로
그 시간으로 돌아가
니가 너무 보고 싶은데
유난히 맑았던 하늘
날 웃게 한 너의 마음
그 날을 기억해
사랑했는데 우리 둘이
왜 지난 얘기가 된 건지
유난히 밝았던 표정
해맑은 너의 얼굴
사랑을 말하던 두 눈
사랑을 말했던 그 두 눈
너무 예뻤는데
이제 다시는 볼 수 없겠지
그리운 너의 사랑을
너무 아름답던 너의 모습
잊지 않을게"
918,그래 늦지 않았어,녹색지대,"몰랐었어 나를 용서해
요즘 네가 술에 기대어
말 못하고 아파했던 이유가
나인줄은 몰랐어
한동안 넌 사랑을 하고
이별한걸 알았기에
너를 떠난 그 사람이 그리운
그 탓인줄 알았어
오늘 우연히 너를 찾아가
책상 위에 놓여진
사진을 보고
너를 방황케 했던 사람이
바로 나였다는게
난 혼란스러워
날 사랑한다고
지금까지 왜 말 못했어
나 얼마나 그 말을
기다려 왔는데
그래 늦지 않았어
미안하다 말은 하지마
이제 시작해 우리 사랑을 위해

우린 그랬지 기억이 나니
애인 사이로 항상
오핼 받았지 그때마다 넌
사랑 보다도 깊은 우정이라고
웃어 넘기곤 했지
날 사랑한다고
지금까지 왜 말 못했어
나 얼마나 그 말을 기다렸는데
그래 늦지 않았어
미안하다 말은 하지마
이제 시작해 우리 사랑을 위해
사랑한다고
지금까지 왜 말 못했어
나 얼마나 그 말을
기다려 왔는데
그래 늦지 않았어
미안하다 말은 하지마
이제 시작해 우리 사랑을 위해"
919,기차를 타고,아이유,"어디로 가는지
어디에서 멈출지
모르고 기차를 탔어
이별이 아파서 버릴 곳을 찾아서
무작정 기차를 탔어
창가에 비치는 눈물
모두 닦아낸 후에 다시
잘 돌아올거야
하나 둘 셋 하고 고개를 돌렸을 때
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
바람에 날리는 사진 사진속의
너와 나 왠지 슬프게만 보여
하나 둘 셋 하고 고개를 돌렸을 때
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
아무도 모르는 너만이 아는
아픈 이별 여행
널 사랑한만큼 사랑했던
그만큼 미워해야 하는 일
정말 힘이 들겠지만
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래
새하얗게 널 지울래
기차를 타고"
920,Love Chronicle,이용신,"이제 나에겐 추억만 남아있겠죠
사진 속에 그대 미소도
약속했던 나를 지켰던
소중한 우리의 다짐도
서랍 속 사진에 혼자 울고 있겠죠
괜찮아요 다 이해할게요
이별의 시간에 나도 많이 자랐죠
얼어붙었던 마음속 아픔도
조금씩 녹아지며
멀어지겠죠 언젠가
내리는 비가 무거워
고개를 숙인 내 마음 한 구석에
영원토록 그대가 남아있겠죠
그대의 마음 알아요
하지만 서둘지 말아요
애써 그대 모습을
잊고 싶지 않아요 아직
또렷해지는 마음 속 그대 모습은
여전히도 아름답지만
나도 몰래 흐른 눈물에
닿을 것 같던 그대가
미소를 지우며 다시 멀어지네요
괜찮아요 다 알고 있어요
시간이 지나고 나도 다시 웃겠죠
조각나버린 어제의 마음도
조금씩 모아지며
돌아오겠죠 언젠가
내리는 비가 무거워
걸음을 잠시 멈추는 내 모습에
이제 그만 걱정은 하지 마요
그대 생각엔 아직도
어리고 약한 나겠지만
나의 길을 알아요 이제 걸어갈게요
내리는 비가 무거워
고개를 숙인 내 마음 한구석에
영원토록 그대가 남아있겠죠
그대의 마음 알아요
하지만 서둘지 말아요
애써 그대 모습을 잊고 싶지 않아요
내리는 비가 무거워
고개를 숙인 내 마음 한구석에
영원토록 그대가 남아있겠죠
그대의 마음 알아요
하지만 서둘지 말아요
애써 그대 모습을
잊고 싶지 않아요 아직"
