,제목,가수,가사
825,영원,조관우,"힘없이 내 품에 안긴채
그렇게 날 떠났지
어느 하늘을 보고 울어야
가슴에 묻힌 널 만날까
때론 잊으려 했지
너의 바램도 그럴테니
하지만 이길 수 없는 아픔을
먼저 떠나간 니가 알리 없잖아
미안해 이젠 갈께 너를 따라서
더 이상의 인연 없는
비틀린 세상 등지고
받아줘 너를 잃곤 살 수 없는 난
처음부터 내 인생에
넌 마지막 연인이니까
너를 사랑하는 길
그건 잊어주는 거라고
하지만 감추지 못해 흐르던
너의 눈물까지 잊을수는 없잖아
미안해 이젠 갈께 너를 따라서
더 이상의 인연 없는
비틀린 세상 등지고
받아줘 너를 잃곤 살 수 없는 난
처음부터 내 인생에
넌 마지막 연인이니까"
826,지나갈 테니 (Been Through),EXO,"익숙하겠지 또다시
감기처럼 툭 걸린
밀려드는 잿빛에
수없이 지나쳐도 여전히
참아내야 해
지나갈 테니 지나갈 테니
잠깐이면 돼
지나갈 테니 지나갈 테니
지나갈 테니 이미
회색 빛 하늘 위엔
분명히 더 밝은 빛이
먹구름 걷힌 뒤엔
눈부시게 빛날 테니
You shine like the stars
You light up my heart
오늘의 시련 끝엔
찬란하게 나를 비춰
Dadada Dadada Dum
Dadada Dadada Dum
정신 차리고
다시 일어나 툴툴 털고
더 이상 나에겐 고통은
스쳐가는 소나기
모두 참아내야 해
지나갈 테니 지나갈 테니
잠깐이면 돼
지나갈 테니 지나갈 테니
지나갈 테니 이미
회색 빛 하늘 위엔
분명히 더 밝은 빛이
먹구름 걷힌 뒤엔
눈부시게 빛날 테니
You shine like the stars
You light up my heart
오늘의 시련 끝엔
찬란하게 나를 비춰
이게 끝은 아니겠지
더 짙은 날도 있겠지
그날의 끝에도 너는
이렇게 비춰주겠지
눈부신 빛을 가린 먹구름 뒤 해
변함없이 넌 나를 비추네 영원해
고요한 공기 따뜻한 바람도 함께
거기 그대로 있어 항상 같은 자리에
Yeah
회색 빛 하늘 위엔
분명히 더 밝은 빛이
먹구름 걷힌 뒤엔
눈부시게 빛날 테니
You shine like the stars
You light up my heart
오늘의 시련 끝엔
찬란하게 나를 비춰
찬란하게 나를 비춰"
827,오랜 별,서로 (Suh Ro),"먼발치 뒤로 물러서 흐린 눈에 힘을 주어
널 찾고 있는 내 모습이
마치 혼자만 남겨진 해 질 녘의 술래처럼
좀 외롭기도 해
난 길을 걷다 만난 작은 모퉁이 틈 사이에
이름 모를 꽃을 반가워 해
품이 좁고 어두운 곳에서도
온몸으로 희망을 가득 안을 테니
오랜 밤에 별이 되어 기댈 틈을 내어줘서
고마워 또 미안해
긴 밤 한숨도 못 잤을 텐데
나의 밤에 오랫동안 머물러줘서
이렇게 혼자서 널 꺼내 보다가 잠들곤 해
빛 바랜 그리움이 모여 너란 별을 만들어
기적처럼 날 찾아온 거야
안녕 짧은 인사로 보내기엔
매 순간이 아쉬워 차마 놓지 못해
오랜 밤에 별이 되어 기댈 틈을 내어줘서
고마워 또 미안해
긴 밤 한숨도 못 잤을 텐데
나의 밤에 오랫동안 머물러줘서
이렇게 혼자서 널 꺼내 보는 밤
하늘을 보며 너를 그리다
닿을 수 없어 서운해도
내 안에 오랜 별 네가 있어
오랜 밤에 별이 되어 기댈 틈을 내어줘서
고마워 또 미안해
긴 밤 한숨도 못 잤을 텐데
나의 밤에 오랫동안 머물러줘서
이렇게 혼자서 널 꺼내 보다가 잠들곤 해"
828,마지막 약속,포지션,"조금 더 천천히 걷기를 바랬어
너의 발걸음을 맞추며
왜 오늘따라 늘 오고가던 길이
유난히도 가까운지
이길의 모퉁이를 지나고나면
우린 헤어져야 하겠지
왜 오늘따라 밤 하늘위에 별이
유난히도 빛나는지
보내는 날 차갑게 돌아서
내앞에 널 또 잡을지 몰라
몇번씩이나 날 떠나라고 밀어냈지만
내맘은 항상 너를 붙잡았지
보내줄게 눈물만 남은 사랑
여기에서 끝낼수 있도록 널보내줄게
괜찮아 사랑한 기억모두 지난 약속 모두를
잊어도 괜찮아 내가 기억할테니...
널 보낸 그자리에 그대로였어
니가 다시 올 것 같아서
왜 오늘따라 늘 바라보던 창이
유난히도 높은건지
다시는 널 보이진 말아줘
이렇게 널 또 보낼순 없어
몇번씩이나 날 떠나라고 밀어냈지만
내맘은 항상 너를 붙잡았지
보내줄게 눈물만 남은 사랑
여기에서 끝낼수 있도록 널보내줄게
괜찮아 사랑한 기억모두 지난 약속 모두를
잊어도 괜찮아 영원히 내가 기억할테니
괜찮아 기다리는 내모습 남겨진 내 눈물을
잊을수 있도록 이제 행복해야되.."
829,바래,HYNN (박혜원),"아마 너는 절대 모를 거야
요즘 내가 어떻게 견디는지
생각은 하니
매일 떠오르고
숨 막힐 듯한 내 하루는 어떨지
조금은
나 때문에 아프길 바래
후회하길 바래
너만 바라보던
너만 사랑하던 내가 없이
너도 무너지고 울기를 바래
나 없이 행복하지도 마
사랑했던 만큼 더 아파줘
나보다
가끔 네가 먼 곳을 볼 때
내가 없는 미래들을 말할 때
그럴 때마다
나 혼자 얼마나
외로웠을지 정말 넌 몰랐겠지
지금도
나 때문에 아프길 바래
후회하길 바래
너만 바라보던
너만 사랑하던 내가 없이
너도 무너지고 울기를 바래
나 없이 행복하지도 마
사랑했던 만큼 더 아파줘
매일 지겹도록 널 원망해도
너 없인 안 되나 봐
바보같이 널 사랑하나 봐
너 하나만 바라보던
나를 잘 알잖아
Uh 어떻게 널 잊어
어떻게 널 보내
떠나지 마
아무 일도 없던 것처럼 제발
니가 다시 돌아오기를
날 안아주기를
난 바래 꿈처럼"
830,"안녕, 겨울",정승환,"유난히 바람이 찬 어느 날
무심한 계절처럼 그대가 오겠죠
알고 있어요 또 멀어질 거란 걸
천천히 잊을게요 그대 없이도
혼자 남지 않게
또 겨울이 오네요
시리도록 하얀
첫눈이 내리면
그대도 올까요
여전히 나 혼자
끝맺지 못한 말
여기에 남겨요
늦었지만 사랑해요
하루씩 그대를 잊어가요
그보다 더 슬픈 건 무뎌짐이겠죠
알고 있어요 늘 같은 자리란 걸
아무리 돌아서도
그댈 향해 서 있는
그게 나라는 걸
또 겨울이 오네요
슬프도록 하얀
첫눈이 내리면
그대도 볼까요
어쩌면 나처럼
울고 있을까요
그대의 잘못이 아닌 걸요
서로의 손을 이제는 놓기로 해요
천천히 사라질 온기로
마지막 인사를 나눠요
그동안 고마웠어요
그대여 이젠 안녕
어디에 있든 어떤 모습이든
그대로의 그댈 사랑해요
닿지 않겠지만
늦더라도 부디 행복해요"
831,봄비 (우리 동네 음악대장),하현우 (국카스텐),"이슬비 내리는 길을 걸으면
봄비에 젖어서 길을 걸으면
나 혼자 쓸쓸히
빗방울 소리에 마음을 달래도
외로운 가슴을 달랠 길 없네
한없이 적시는 내 눈 위에는
빗방울 떨어져 눈물이 되었나
한 없이 흐르네
봄비 나를 울려주는 봄비
언제까지 내리려나
마음마저 울려줘 봄비야
외로운 가슴을 달랠 길 없네
한없이 적시는 내 눈 위에는
빗방울 떨어져 눈물이 되었나
한 없이 흐르네
봄비 나를 울려주는 봄비
언제까지 내리려나
마음마저 울려줘 봄비야
난 나나나 나나나
난나 나나나 나
봄비가 내리네 봄비가 내려
워
봄비가 내리네 봄비가 내리네
봄비가 내리네
나 나나나 나나나
나나 나나나 나
난 나나나 나나나
난나 나나나 나
나 나나나 나나나
나나 나나나 나"
832,망가져,지금 (JIGM),"너를 보며 나 이렇게
가라앉고 멀어져
붙잡을 것도 하나 없는데
독약처럼 번져가는
너로 인해 벌어진
상처 그 끝에 너는 어디에
널 잊고 싶어도
그런 나를 비웃어
너로 인해 난 숨이 막히는데
무너졌으면 좋겠어 네 맘이
터져가길 기도해 아니
더는 일어설 수도 없으면 좋겠어
허물만 남은 너여도 좋아
함께 할 수 있다면 멀어지려 하지 마
너를 보는 나 이렇게
자릴 맴돌고 있어
쓰린 상처를 애써 막으려
내 목을 조여도
그 한숨에 베여도
내 가슴은 또 널 원하는데
무너졌으면 좋겠어 네 맘이
터져가길 기도해 아니
더는 일어설 수도 없으면 좋겠어
허물만 남은 너여도 좋아
함께 할 수 있다면 멀어지려 하지 마
너로 인해 바래진
추억 속의 난 이제 없어
더 이상 외면하지 마
무너져만 가 자꾸만 내 맘이
돌아보길 기도해 아니
너란 기억 모두 다 지우면 좋겠어
상처만 남은 나여도 좋아
너만 곁에 있다면 멀어지려 하지 마"
833,저녁놀,전영록,"이 어둠이 오기전에 나를 데려가주오
장미빛 그을린 저곳으로
나를 데려가주오
깊은밤이 오기전에 나를 머물게
해주오 그녀의 하얀볼이
빨갛게 보이니까요
이 세상 모든 행복이
나의 마음 속에서
언제까지나 언제까지나 영원하니까
깊은밤이 오기전에 나를 머물게 해주오
그녀의 하얀볼이 빨갛게 보이니까요

이세상 모든 행복이 나의 마음 속에서
언제까지나 언제까지나 영원하니까
깊은밤이 오기전에 나를 머물게 해주오
그녀의 하얀볼이 빨갛게 보이니까요
빨갛게 보이니까요"
834,우리 그만 아프자,이현,"울지 말고 아프지 말고
건강하게 잘 지내야해
행복해야해
힘들다고 어린애처럼
자꾸 울며 전화하던 너
나 다 이해해
진작에 보내줄껄
상처만 줬어
너하나만 고집부린걸 용서해줄래
널 만나 후회없이 사랑하고
널 만나 후회없이 이별하고
새살돋듯 아픔도 추억이 되고
이런 모든게 서글프고 쓸쓸해서
사는게 힘들다고 하는가봐
우리 그만 아프자
그러자 우리
힘들어서 참다 지쳐서
목소리만 듣고 끊어도
이해해줄래
그동안 고마웠어
살면서 말야
너하나만 고집부린걸
잘한 일 같아
널 만나 후회없이 사랑하고
널 만나 후회없이 이별하고
새살돋듯 아픔도 추억이 되고
이런 모든게 서글프고 쓸쓸해서
사는게 힘들다고 하는가봐
우리 그만 아프자
사랑해 나도
한번만 안아봐도 괜찮겠니
괜찮겠니
한번만 입맞춰도 괜찮겠니
상처준거 아픈거 나한테 다 줘
우리 서로를 잊지못해 방황하는
바보는 되지말자 약속해줘
우리 그만 아프자
그러자 우리"
835,슬픈꿈,노틸러스,"오랜만이야 잘 지내니
문득 TV를 보다
네가 좋아했던 드라마가 나와서
참 바보 같은 날 사랑해서
널 아프게만 했어
널 잊겠다는 말 못 지켜서 미안해
너를 만나기 전 그때로
다시 돌아간다면
이렇게 아플 줄 알았다면
널 마주치지 않을 거야
아파서 정리 못했어 너와의 추억들을
내 맘이 시려서 죽을 것만 같아서
아직 사랑하나 봐
이 슬픈 꿈에서 깨면
네가 돌아올까 봐 지우지 못하나 봐
우리 같이 갔던 식당도
아직 그대로인데
맞은편에 앉은 넌 없고
온종일 너만 기다린다
아파서 정리 못했어 너와의 추억들을
내 맘이 시려서 죽을 것만 같아서
아직 사랑하나 봐
이 슬픈 꿈에서 깨면
네가 돌아올까 봐 지우지 못하나 봐
눈치도 없이 내리는 저 비처럼
나도 모르게 눈물이
왈칵 쏟아져 내리고
내 마음도 무너져 내리면
네가 떠오르는 이식당을
이제 떠날 시간이야
이제 그만
아파서 정리 못했어 너와의 추억들을
내 맘이 시려서 죽을 것만 같아서
아직 사랑하나 봐
이 슬픈 꿈에서 깨면
네가 돌아올까 봐 지울 수가 없나 봐"
836,대답 (stripped),크르르,"서로가 서로의 눈을 보는 것도 아닌
그저 그런 아무런 의미 없는 말이
너와 나의 일상이 되어 간다는 게
한땐 전부 일 것만 같던
시간 익숙함에 길들여진 건지
때론 그냥 스쳐가는 타인인 것처럼
낯설게만 느껴지는데
결국에 남겨지는 거란
서로에 대한 거리인가 봐
처음 너를 품에 안았던 그 밤과
조금씩 널 닮아 가던 날과
늘 너만을 원했던 그때의 감정들에
아무렇지 않아진다는 게
매일 너에게 속삭이던 말투와
우리 함께 나눈 약속들이
선명하지도 않을 만큼 바래져가
점점 멀어져 가는 우리
우린 어디서부터 엇갈려 왔는지
벌어진 틈은 채워지지 않아
결국 이별이 되는 건지
난 너뿐이라 나 너밖에 몰랐던 시간
왜 너만을 원했던 그때의 감정들이
하나도 남지 않은 건지
어쩜 우리 끝을 알고 있으면서도
되돌릴 수가 없는 시간을 잡고서
아직 사랑이 남은 거라 믿는지"
837,그녀에게 전화오게 하는 방법 (Feat. 버벌진트),015B,"그녀에게 전화오게 하는 방법
(feat.Verbal Jint)

Yeah, 015B is back. 그리고 난 Verbal jint
이 가슴앓이 언제쯤 끝날까
huh, 사랑? 아직도 잘 모르겠어
여자? 그 인간은 내가 모르겠더라고.
VJ the king of flow, Listen.

괜찮아진 줄 알았어
사람들 만나고 바쁘게 살다 보니 그런 줄 알았어
근데 있잖아, 그게 아니더라. 착각이더라
날이 갈수록 더 심해지는 거야
하루에 수십 번 내 전화가 진동인지 벨인지
혹시 놓친 메시진 없는지 확인해
가끔씩 발신 번호를 숨긴 전화가 올 땐
혹시라도 너일까 봐 심호흡을 하곤 해
부재중에 온 모르는 번호 꼭 확인을 해 봐
너도 알지? 원래는 기도도 안 하던 내가
밤에 잠들 때 하나님께 빌곤 해
오, 바로 지금 너에게서 전화가 오게 해달라고
Oh girl, I'm waiting for you to call me.
Tell me how many more days do I have to wait.
C'mon 끝이 아니길,
Cuz it ain't over til it's over, girl.

너무 답답한 마음에 인터넷에서 본
사랑하는 사람에게 전화가 오는 방법도 해봤어
한 시간에 열 군데나 글을 올렸거든
한심하다고 생각하겠지 아마 너는
남들은 '신기하게도 전화가 오더라구요' 라던데
전화가 오긴 커녕 그리움만 커져 가
역시 인터넷은 열 살 이상만 쓰게 해야 돼.
그래, 지금 난 미쳤어 바로 너 때문에
내 소식이 네 귀에 들어가지 않을까
네 주변 사람들에게 쪽지와 안부전화
누가 네 소식을 말하면 겉으로는 태연한 척
하지만 속으론 거의 심장이 멈춰
예전엔 네 전화에서 1번이었잖아
잠이 들기 전 또 잠에서 깨자마자
I used to call 'ya, 하지만 지금은 오히려
너와 뜸하게 연락하는 먼 친구들이 부러워
You know, I'd do anything,
anything to go back to the times we had.
Girl, can't we get back together again
Cuz I can't go on without you
Nah, 그건 말도 안돼 C'mon

그냥 내가 먼저 전화를 걸어볼까?
그래 너도 어쩜 기다릴지도 몰라
하지만 그건 내 바램일 뿐야
차갑던 니 마지막 문자 떠올리면 그 상처에 겁이 나
어제, 오늘, 내일도 너 때문에
수십 번씩 전화길 열어서 확인하는 난
그냥 시간을 봤다고 친구들에게 둘러댈 수 밖에
제발 끝이 아니길
I'm still standing here waiting for you girl
C'mon, I want you back by my side. 보고 싶어
I know you still got my number
on your phone, babe.
I can't get you off my mind
우리 아직 끝난 거 아니지?
제발, 제발 전화해줘"
838,비처럼 가지 마요 (One More Chance),SUPER JUNIOR (슈퍼주니어),"뚜렷했던 모습도 잊혀지나요
그런 시간이 있긴 한가요 No No
행복했던 그 기억도 다 지워지나요
그런 사랑이 사랑인가요 Oh No
같이 걷던 거리에 혼자 있어도
거짓말처럼 모든 게 믿겨지지 않네요
한 순간의 찰나가
영원할 줄 알았던
그 생각도 마음도
모두 이기적이었나요
이제는 서로 다른 시간 속에
다 익숙해지고
너와 내가 만날 순간 속에
다시 눈물이 흘러도 Oh
언제가 될지 모를 한숨
이 노래가 되고
나도 몰래 다시 네게로 물들어 져가
이대로 비처럼 가지 마요 Oh
난 오늘도 이렇게 적셔진
젖은 흔적들 속에서 그대를 찾겠죠
지울 수 있을까요 Oh
또 한번 더 할 수만 있다면
Just one more chance 볼 수 있게
괜찮을 줄 알았던 또 다른 내일도
시간이 지나면
지날수록 깊어져 가네요
그리움이 지나면 새로울 줄 알았던
내 맘속 시곈
고장 난 듯 같은 시간이네요
빗 속에 서 있어도 난 그게 좋았어
네가 남긴 흔적들이었으니 모든 게
그리움은 아름다운 고통일 테니까
견딜 수 있을 거라 생각 했어
난 실수도 많았고 상처도 많았어
사실 다 두려워
주저 앉고 끝내고 싶기도 해
비는 내리고 또 마르고 사라져
그렇게 너 마저 떠나면 안돼 제발
이대로 비처럼 가지 마요 Oh
난 오늘도 이렇게 적셔진
젖은 흔적들 속에서 그대를 찾겠죠
지울 수 있을까요 Oh
또 한번 더 할 수만 있다면
Just one more chance 볼 수 있게
어디로 가고 있는지 언제 끝나는지
알 수 없는 길에 선 것만 같아
이제 널 다시 한번만 볼 수 있다면
다신 그 손 놓치지 않을 텐데
비처럼 가지 마요 Oh
난 오늘도 이렇게 적셔진
젖은 흔적들 속에서 그대를 찾겠죠
지울 수 있을까요 Oh
또 한번 더 할 수만 있다면
Just one more chance 볼 수 있게
볼 수 있게"
839,나도 모르는 노래 (Hallelujah),김필,"To find a reason
I’ve found
By myself
It’s hard to go on
My own
얼어붙은 시선
메마른 입술
멈춰버린
이야기들
아무도 모르는
저 깊은 곳에 사는 날 찾아
Somebody help
I’m loosing my heart
이 모든 아픔이
다 사라지기를
I do I wait every night
Holding on to your light
그 어느 곳엔가
쉴 곳이 있을지
뜻 모를 말들로 노랠 불러
할렐루야 할렐루야
할렐루야 할렐루
또다시 홀로 남아
멍하니
창밖을 바라보며
나 여기 있어요
누구라도 들을 수 있다면
Somebody help
I’m holding my life
이 모든 아픔이
다 사라지기를
I do I wait every night
Holding on to your light
그 어느 곳엔가
쉴 곳이 있을지
뜻 모를 말들로 불러본다
우연이라도 괜찮아
작은 빛이라 해도
짧은 순간이라도
나를 비춰 준다면
고요하게 속삭인다
할렐루야 할렐루
고요하게 속삭인다
할렐루야 할렐루
할렐루야 할렐루야
할렐루야 할렐루
할렐루야 할렐루야
할렐루야 할렐루"
840,여우비,송소희,"사랑을 아직 난 몰라서
더는 가까이 못가요
근데 왜 자꾸만 못난 내 심장은
두근거리나요
난 당신이 자꾸만 밟혀서
그냥 갈수도 없네요
이루어질 수도 없는 이 사랑에
내 맘이 너무 아파요
하루가 가고 밤이 오면
난 온통 당신 생각뿐이죠
한심스럽고 바보 같은
날 어떻게 해야 좋을까요
마음이 사랑을 따르니
내가 뭘 할 수 있나요
이루어질 수도 없는 이 사랑에
내 맘이 너무 아파요
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
두비루비루랍파
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
하루가 가고 밤이 오면
난 온통 당신 생각뿐이죠
한심스럽고 바보 같은 날
어떻게 해야 하나요
내 아픔이 무뎌져 버릴 날이
언제쯤 내게 오긴 할까요
한심스럽고 바보 같은 날
어떻게 하란 말인가요
달빛이 너무나 좋아서
그냥 갈수가 없네요
당신 곁에 잠시 누워 있을게요
잠시만 아주 잠시만
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
두비루비루랍파
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
두비루비루랍파
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
두비루비루랍파
두비루비루랍파 두비루비루랍파
두비루비룹 두비루비룹
두비루비루랍파"
841,Special Night,양파,"On the special night
I want to tell you
how much I love you

나 그대에게 다 고백할게
아무 약속 없는
친구 사인 너무 힘들어
그냥 말없이 눈 감아요
조심스레 눈뜨면 거짓말처럼
내 모든 걸
사랑하게 되는 운명이죠
On the special night
I want you to know
나 그댈 사랑해요
곁에 있어도 너무 보고 싶어
이런 순간이 다신 없겠죠
My love
나 그대에게 다 감사해요
어두운 내 맘도
우리 행복으로 숨쉬죠
바라만 봐도 좋은 그대
조심스레 꿈 깨면 거짓말처럼
이 모든 게
사라져 버리진 않겠지요
On the special night
I want you to know
나 그댈 사랑해요
먼 훗날 우리 지금 모습처럼
내 안에 그대 영원하겠죠
My love
나 두 번 다시 후횐 않겠죠
그대와 함께라면 이젠
On the special night
I want you to know
나 그댈 사랑해요
곁에 있어도 너무 보고 싶어
이런 순간이 다신 없겠죠
My love"
842,태양의 눈물,KCM,"하루에도 몇번씩 널 잊고
널 다시 찾게만 돼
버릇처럼 네 이름을 부를까봐
다시 돌아보게 돼
얼마나 니가 나만큼 울어봤어
사랑 때문에 아파봤어
내 눈물로 아픔을 덜어내는
내 맘을 알기나 하니
태양이 기억을 다 태워 버리면
저 달이 널 비추지 않는다고 하면
너의 이름까지 처음부터
없었던 일이될까
세상이 아직 아름다운 건
니가 머물던 그 자리에
함께했던 추억들이 살기 때문에
너무 오래 기다렸었는지
가슴이 저리나봐
애써 추억으로 어루만져 봐도
움직일수 없나봐
듣지 못하는 귀라도 가진다면
너를 사랑한다 말할까
겁이 많던 입술이 혹시라도
소리쳐 내게 전할까
태양이 기억을 다 태워 버리면
저 달이 널 비추지 않는다고 하면
너의 이름까지 처음부터
없었던 일이될까
세상이 아직 아름다운건
네가 머물던 그 자리에
함께했던 추억들이 살기 때문에
내 심장이 없나봐
너없이 안되는 나인걸
너만 보고 너만 사랑한다는데
어쩔수 없나봐 난 안되나봐
니가 보고싶어
나의 두눈이 멀기전까지는
죽어도 너 하나만 사랑해
약한 나로 태어났지만
세상에 가장 강한건 내 사랑인걸"
843,VOICE,스탠딩 에그,"끝없이 어둠이 밀려올 때
앞이 보이지 않아
발을 떼지 못할 때
누구에게도 손 내밀지 못해
겨우 버티고 서있을 때
네가 무너질 때 손을 잡아줄게
너의 목소리가 들려
어둠 속에 I can hear your voice
your broken heart
기억해줘 모두다
사라져도 내가
네 곁에 있을게 언제나
네 곁에 있을게 이렇게 언제나
널 웃게 해줄게
기억해 언제나 언제나
끝없이 슬픔이 밀려올 때
더해지고 휩쓸려
가슴이 패여갈 때
누구에게도 말할 수가 없어
겨우 눈물 참고 있을 때
네가 무너질 때 그 손을 잡아줄게
너의 목소리가 들려
어둠속에 I can hear your voice
your broken heart
기억해줘 모두 다
사라져도 내가
네 곁에 있을게 언제나
네 곁에 있을게 이렇게 언제나
널 웃게 해줄게 기억해
어둠속에 너만 혼자
남겨두지는 않을게
Can’t you hear my voice
my broken heart
기도할게 모두 다
사라질 때 너도 내 곁에 있기를
그래 나 너의 아픔
지워주진 못하지만
항상 너의 곁에서
너와 함께 울어줄게 언제나
네 곁에 있을게 이렇게 언제나
내 곁에 있어줘
이렇게 언제나 언제나"
844,별빛눈물,김유경,"새하얀 별빛이 눈물을 감싸요
따뜻한 바람에 눈물이 내려요
그대 느끼나요
조용히 속삭이는
그대를 향한 이 떨림을
하얀 종이위에 그댈 그려요
따뜻한 미소가 날 안아주네요
이게 사랑인가요
두 눈을 감아 봐도
그대만 보이는 걸요
I'll be waiting for you
그댈 기다릴게요
더 이상 아픈 눈물 보이지 않을래요
You let me know 거짓말 같은 사랑
놓지 않을거에요 바로 그대니까요
그대와의 기억 속을 걷고 있어요
가슴 속 가득히 눈물이 고여요
나 어떻게 하죠 꿈 속에서도 조차
그대를 그리워해요
I'll be waiting for you
그댈 기다릴게요
더 이상 아픈 눈물 보이지 않을래요
You let me know 거짓말 같은 사랑
놓지 않을 거에요 바로 그대니까요

날 바라봐 줘요 저기 저 별들처럼
내 맘의 그대가 되어줄 수 없나요
I'll be waiting for you
그댈 기다릴게요
더 이상 아픈 눈물 보이지 않을래요
You let me know 거짓말 같은 사랑
놓지 않을 거에요 바로 그대니까요"
845,그대가 그대를,이예준,"참 많이 모질었었죠 나 당신께
나 같지 않은 말 땜에 놀랬겠죠
편할 날이 없었죠
틀렸던 걸까봐
말없이 놓아준 그대가
정말로 내 사람 같아서
왜 그랬나요 울 거면서
잘가라는듯 왜
그게 되나요 못 보는게
그대가 그대를
참 많이 오래 견디죠 나 당신을
조금만 멀리 걸어도 보고 싶죠
갚을게 많아서 못준 게 많아서
혹시 날 못 잊고 산다면 꼭
한번 만나고 싶어서
잘 지내나요 혼잔가요 아님
누군가와
사랑하나요 우릴 지운 그대가
나 아닌 그대
우리 오래 오래 살아요 꼭
한번이라도 보게
왜 그랬나요 왜 그랬나요
울 거면서 잘 가라는 듯 왜
그게 되나요 못 보는 게
그대가 그대를
왜 그랬나요 울 거면서
잘 가라는 듯 왜
그게 되나요 못 보는 게
그대가 그대를
참 많이 모질었었죠 나 당신께"
846,The Day,지아,"바람이 흩날리던 그 날에
계절이 따스했던 그 날에
그대 품 안에 쉬어 안기던
내 모습은 아직도
그 자리 그대로인데
눈물나게 사랑했던 그 날로
행복했던 그 날로
나 돌아갈 순 없나요
나 아파도 순간이 마지막이라도
그대 품속에 날 안아주길
바람에 날리는 먼지 되어
창가에 내리는 빗물 되어
그대 있는 곳 그 어디라도
다가갈 수 있다면
내 모든 걸 버릴텐데
눈물 나게 사랑했던 그 날로
행복했던 그날로
나 돌아갈 순 없나요
나 아파도 순간이 마지막이라도
그대 품속에 날 안아주길
어둠 속에 난 혼자 서있죠
마치 길을 잃은 아이처럼 겁이나
얼어붙은 내 맘
단 한번만 나 돌아갈 수 있다면
언제라도 그대 내게로 오면 되요
난 항상 그 곳에서 있을게
시간에 무너지지 마요"
847,어차피 잊을 거면서 (Feat. CHEEZE),준호 (2PM),"여느 때랄 것 없이
높디높은 하늘 조금 시원한 바람
신기하게도 이별이란 아픔보다
지금 떠있는 이 별이 더 예뻐
근데 있잖아
퇴근길 버스 안에서
한참 길었던 해가 짧아지고
적적한 하늘에
노을 빛이 스며들면
내 마음도 그날에 스며들어
단지 하루에
스치는 노을일 뿐인데
왜 내 맘까지 젖어들까
잔잔한 물가에
돌 하나 던진 듯
왜 내 맘은 일렁일까
단지 한쪽의
지나간 추억일 뿐인데
왜 내 맘은 널 다시 쓸까
어차피
되돌리지도 못할 거면서
요즘엔 하루가 참 길어
너와 있을 때는 하루가 너무 짧아서
내 삶에 많이 소홀했었는데
내 일도 내 삶도
날 위해 쓸 수 있어
근데 말이야
퇴근길 지하철에서
너와 나누던 심심한 농담과
위로가 됐었던
실없는 웃음소리도
이제는 더 이상 들을 수 없어
단지 하루에
스치는 노을일 뿐인데
왜 내 맘까지 젖어들까
잔잔한 물가에
돌 하나 던진 듯
왜 내 마음은 일렁일까
단지 한쪽의
지나간 추억일 뿐인데
왜 내 맘은 널 다시 쓸까
어차피
되돌리지도 못할 거면서
Hey yeah yeah
어차피
다 잊을 거면서
Hey yeah yeah
어차피
다 잊을 거면서
단지 하루에
스치는 노을일 뿐인데
왜 내 맘까지 젖어들까
잔잔한 물가에
돌 하나 던진 듯
왜 내 맘은 일렁일까
단지 한쪽의
지나간 추억일 뿐인데
왜 내 맘은 널 다시 쓸까
어차피
되돌리지도 못할 거면서
어차피
내일이면 다 잊을 거면서"
848,늦은 배웅,권진아,"더는 애쓰지 않아도 돼
억지로 끌고 가는 네 마음
너무 잘 알고 있었지만
그래도 믿고 싶지 않았어
멀어지는 널 바라보며
작은 기대도 내려놓을게
이미 너에겐 내가 없단 걸
잘 알아
나만 놓으면 끝이라는 걸
확신할수록 더 초라해져
빛바랜 너를 이젠 정말
보내줄게
내가 상처받는 게 싫었던 건지
아님 마지막 순간까지
좋은 사람이고 싶었는지
내게 차가운 눈빛으로
텅 빈 사랑한단 그 말
사실 다 알고 있었지만
그래도 그 말 믿고 싶었어
지금도 여전히 난 그렇지만
멀어지는 널 바라보며
작은 기대도 내려놓을게
이미 너에겐 내가 없단 걸
잘 알아
나만 놓으면 끝이라는 걸
확신할수록 더 초라해져
빛바랜 너를 이젠 정말
보내줄게
사랑한단 말은 같아도
다르게 사랑했나 봐
다르게 사랑했나 봐"
